t,regimen,p_regimen_0,p_regimen_1,p_max,modas_efectivas,z_lag,ambiguo,b_t_realizada,factor_volatil,sep_dinamica,sep_tendencia,separacion,sep_en_sd,bimodal,nivel_curva,bloque
81,1,0.4452270093418774,0.5547729906581226,0.5547729906581226,1.9762839561185992,0.03443243360242792,1,0.053299654769092035,0.1163557753228679,0.6406222912361373,0.1598989643072761,0.8005212555434135,0.8005212555434135,0,-0.2852313041747477,train
82,0,0.9427085751175446,0.05729142488245542,0.9427085751175446,1.1210991516614686,-0.39448124032156023,0,0.4729905454923295,0.25997261734674926,0.5256117290837992,0.3547429091192471,0.8803546382030463,0.8803546382030463,0,-0.5620841515875653,train
83,0,0.9531351380084194,0.046864861991580575,0.9531351380084194,1.0981011664767761,-0.41901080911452343,0,0.4679982406197617,0.2591530038967854,1.3156062868231204,0.3509986804648213,1.6666049672879417,1.6666049672879417,0,0.6626994923404184,train
84,0,0.9192225329793194,0.08077746702068056,0.9192225329793194,1.1744049283529796,-0.34996526061037925,0,0.6462869197276008,0.36069178975564464,0.3565166741893506,0.4847151897957006,0.8412318639850512,0.8412318639850512,0,0.030240927090301538,train
85,1,0.19704223733279735,0.8029577626672026,0.8029577626672026,1.4629147912992966,0.21305838946285038,0,0.16811267069904687,0.37838050981980076,0.7863531394820632,0.5043380120971406,1.2906911515792037,1.2906911515792037,0,1.554255195921843,train
86,1,0.4100502136590074,0.5899497863409926,0.5899497863409926,1.9373014542204448,0.05685395263183066,1,0.16887395500302574,0.38335703107753794,1.6543320888346231,0.5066218650090772,2.1609539538437,2.1609539538437,1,-1.2800327854573177,train
87,0,0.7269252157177589,0.2730747842822411,0.7269252157177589,1.6584020007898745,-0.15088497947326315,1,0.5493802308976949,0.3145701971861653,1.7836348561335904,0.4120351731732712,2.1956700293068616,2.1956700293068616,1,-0.5909717004823695,train
88,0,0.9134239165249914,0.08657608347500856,0.9134239165249914,1.1878760577515222,-0.34053622007043743,0,0.6202022912912006,0.3584174793071657,1.4774452817245005,0.4651517184684005,1.942597000192901,1.942597000192901,0,-1.6662883487773736,train
89,0,0.6711055719417076,0.3288944280582924,0.6711055719417076,1.7903364436710412,-0.11074200854007278,1,0.7372745242999655,0.43016966450895266,2.854565575290466,0.5529558932249742,3.4075214685154402,3.4075214685154402,1,0.09624115450035756,train
90,0,0.7891537909466463,0.21084620905335372,0.7891537909466463,1.4987564151729404,-0.20087213491634762,0,0.9244119453062685,0.5447159652512845,0.8213826622848973,0.6933089589797014,1.5146916212645987,1.5146916212645987,0,2.014419939571474,train
91,0,0.9387279318112847,0.061272068188715334,0.9387279318112847,1.129988962468749,-0.3860456154126282,0,1.162425229418165,0.6919877979652038,1.390216013243678,0.8718189220636237,2.2620349353073017,2.2620349353073017,0,2.3043970678228636,train
92,0,0.6630735770958156,0.3369264229041844,0.6630735770958156,1.8077103009869797,-0.10521653014519453,1,0.9244072832443829,0.5561037659619603,1.4008461801407184,0.6933054624332872,2.0941516425740057,2.0941516425740057,1,1.2765051516690284,train
93,1,0.6813560009419689,0.3186439990580311,0.6813560009419689,1.7674714610986728,-0.11787350183351553,1,0.19082643676752978,0.4641682339329185,0.44313908819916314,0.5724793103025894,1.0156183985017524,1.0156183985017524,1,0.12488640696427127,train
94,0,0.99420387439296,0.005796125607040015,0.99420387439296,1.011659436791033,-0.6310798797324018,0,1.1666439432798246,0.7173313629033119,0.4580953400485894,0.8749829574598684,1.3330782975084579,1.3330782975084579,0,1.6872191003577377,train
95,0,0.9469056614511528,0.05309433854884715,0.9469056614511528,1.1117913538885975,-0.4038909255058148,0,1.2829431607704096,0.7978261993475269,0.6652823955679495,0.9622073705778071,1.6274897661457568,1.6274897661457568,0,1.2711042298779676,train
96,0,0.9989023077534055,0.001097692246594506,0.9989023077534055,1.0021977943439053,-0.7656106931468903,0,1.3247557801839884,0.8334223845114241,0.5385517366652283,0.9935668351379914,1.5321185718032195,1.5321185718032195,0,1.6092021776367456,train
97,0,0.4623492719267773,0.5376507280732227,0.5376507280732227,1.988723323647221,0.023629229541330544,1,1.3441366094791567,0.8556659457608526,0.3946084318316613,1.0081024571093675,1.4027108889410287,1.4027108889410287,1,1.987354819386676,train
98,0,0.7861726344214879,0.21382736557851212,0.7861726344214879,1.5065015634892092,-0.19830282234297938,0,1.2762229050146474,0.822272087076924,0.8305268374413247,0.9571671787609856,1.7876940162023103,1.7876940162023103,0,2.4266880698234883,train
99,1,0.00011125566524855506,0.9998887443347515,0.9998887443347515,1.0002225360861423,0.9229960387914756,0,0.3370525539139655,0.879356045801013,1.6304656072701122,1.0111576617418965,2.6416232690120087,2.6416232690120087,0,-1.336164137822457,train
100,0,0.7337780827221854,0.26622191727781463,0.7337780827221854,1.6412158297012325,-0.15606995493407308,1,1.2195292874060166,0.8053791030655821,2.0788206679173413,0.9146469655545124,2.9934676334718535,2.9934676334718535,1,0.030199256053804743,train
101,0,0.8985872509210768,0.10141274907892317,0.8985872509210768,1.2228772054264183,-0.3183856977717859,0,0.8087393529040928,0.5408701869295071,1.5571405864660532,0.6065545146780696,2.163695101144123,2.163695101144123,0,0.525482608433302,train
102,1,0.4263178237809891,0.573682176219011,0.573682176219011,1.9574906392667923,0.046439147677985196,1,0.260827398705113,0.7067103809068231,0.29719833240983984,0.782482196115339,1.079680528525179,1.079680528525179,1,0.5571078680295629,train
103,1,0.3195018190917084,0.6804981809082916,0.6804981809082916,1.7694129789809503,0.11727308356949866,1,0.1544382475023396,0.42388304631565576,0.38340117905048643,0.46331474250701876,0.8467159215575052,0.8467159215575052,0,0.23475823500965082,train
104,0,0.9759502308120466,0.02404976918795343,0.9759502308120466,1.0492549171151655,-0.4941219892814187,0,0.7778309256932074,0.5407165350518343,0.3440112072023727,0.5833731942699056,0.9273844014722783,0.9273844014722783,0,2.217957880896839,train
105,0,0.9776774445788526,0.02232255542114736,0.9776774445788526,1.045640665275629,-0.501995720253844,0,0.6539421245965038,0.4605938034505572,1.8056636787110114,0.49045659344737785,2.2961202721583893,2.2961202721583893,0,0.246109056679773,train
106,0,0.7658839032439454,0.2341160967560546,0.7658839032439454,1.5591174459579369,-0.18133959731870905,0,0.5586266759034003,0.39868153870783885,0.5250272336364672,0.41897000692755026,0.9439972405640175,0.9439972405640175,0,0.4679505110655119,train
107,0,0.9303339054449894,0.0696660945550106,0.9303339054449894,1.1489306656380829,-0.36957061624845666,0,0.6303613514259568,0.45586980693344503,0.29941769136017543,0.4727710135694676,0.772188704929643,0.772188704929643,0,0.5163899999147907,train
108,1,0.7789071955137358,0.22109280448626423,0.7789071955137358,1.5253704631954843,-0.19212692873522508,0,0.20290866886084927,0.5947973505319852,0.161130476082027,0.6087260065825478,0.7698564826645748,0.7698564826645748,0,-0.2891473101274744,train
109,1,0.07705103351459974,0.9229489664854003,0.9229489664854003,1.1658114282743373,0.35629768960048436,0,0.21793640721118954,0.6473729233251091,0.6927547885992305,0.6538092216335686,1.346564010232799,1.346564010232799,0,1.1005620429052383,train
110,0,0.9855532530460216,0.014446746953978407,0.9855532530460216,1.0293107315591012,-0.5462341553743225,0,0.8250636571793446,0.6208631796032273,1.2075725015170362,0.6187977428845084,1.8263702444015446,1.8263702444015446,0,2.8758816913515024,train
111,0,0.7402794565720678,0.25972054342793216,0.7402794565720678,1.6247786952884802,-0.1610517983731677,1,0.8821632628852338,0.6726299465006159,2.607643296023189,0.6616224471639254,3.2692657431871144,3.2692657431871144,1,1.407647590275345,train
112,1,0.5716875341423813,0.42831246585761873,0.5716875341423813,1.959715288640404,-0.045168033795981534,1,0.30341671638122103,0.9375788355647807,0.6651104967836161,0.9102501491436631,1.575360645927279,1.575360645927279,1,-0.257680415941607,train
113,1,0.007965612113485303,0.9920343878865147,0.9920343878865147,1.0160581098169486,0.6026218349559063,0,0.32363527755589727,1.0131043611885446,0.847747295222225,0.9709058326676918,1.8186531278899167,1.8186531278899167,0,1.1514073857223674,train
114,0,0.9798087091411841,0.02019129085881588,0.9798087091411841,1.0411972659424227,-0.5124535081576541,0,1.3733725581823613,1.0886590706877661,1.174310570999962,1.0300294186367709,2.2043399896367326,2.2043399896367326,0,1.5849873076342404,train
115,0,0.8963975282001898,0.10360247179981019,0.8963975282001898,1.2281059402352732,-0.3153221106984553,0,1.3221097597308182,1.0613462461863539,0.29229644242334113,0.9915823197981137,1.283878762221455,1.283878762221455,0,0.4745954872299402,train
116,0,0.7579050916404882,0.24209490835951175,0.7579050916404882,1.5797037823360376,-0.1748949277980948,0,0.9467754454652619,0.7695355850358367,1.0393830131230342,0.7100815840989465,1.7494645972219807,1.7494645972219807,0,0.19107238072087468,train
117,1,0.28266962610189555,0.7173303738981045,0.7173303738981045,1.6821848702122078,0.14373227357357576,1,0.22728963723855505,0.7480048319478501,0.8922962964245421,0.6818689117156651,1.574165208140207,1.574165208140207,1,1.4765357151269876,train
118,1,0.06231284592300095,0.9376871540769991,0.9376871540769991,1.1323231859548277,0.3839110251405168,0,0.21938036077350692,0.730602076293279,1.5619857320088983,0.6581410823205207,2.220126814329419,2.220126814329419,0,-2.7980757707078134,train
