componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho,M
FPC 1,143,162,152,train,20,False,0.7254649694836032,0.5839375068328487,0.09246370645175916,0.7813086686276784,0.43048908132041125,0.4008093309692476,1.0,3.3502402134984735,M=2
FPC 1,144,163,153,train,20,False,0.778950745525162,0.6332370885629965,-0.049360598610400874,0.7801638414393309,0.4992013844027177,0.4297830775052258,1.0,3.4221245657652615,M=2
FPC 1,145,164,154,train,20,False,0.778407076752341,0.6278729528392522,-0.04871506390219804,0.7798592357233725,0.4996631077923025,0.4290751552874864,1.0,3.422988260164858,M=2
FPC 1,146,165,155,train,20,False,0.7794829649799031,0.6369949208107777,-0.05522246791952656,0.7785254441457633,0.48603635447577187,0.43068229411373693,1.0,3.444358222037554,M=2
FPC 1,147,166,156,train,20,False,0.7893585311821723,0.6517547391652003,0.025579156469323072,0.8204256348878736,0.46128303695642514,0.44164079953934465,1.0,3.4643046786636114,M=2
FPC 1,148,167,157,train,20,False,0.8124699597962407,0.6832635089198643,0.04842333633611284,0.8545227280010679,0.47255473910870305,0.4599383916156487,1.0,3.441052375212312,M=2
FPC 1,149,168,158,train,20,False,0.8118655505095259,0.6813783114853111,0.0491871918519412,0.8542299602092346,0.45666457494647944,0.46016696170699173,1.0,3.4698572188615797,M=2
FPC 1,150,169,159,train,20,False,0.8307491162811695,0.7115463142635404,0.03941028578987127,0.8696392229760652,0.44597500584712035,0.474881531590366,1.0,3.4864634504169225,M=2
FPC 1,151,170,160,train,20,False,0.8372899570448613,0.7198055255608732,-0.13205541486349404,0.8073841812831671,0.43808402015603554,0.4769874769900956,1.0,3.4416190125793213,M=2
FPC 1,152,171,161,train,20,False,0.820491180202865,0.6975609696338134,0.07121894237863602,0.8734849763063665,0.4949194106954651,0.46560841259162267,1.0,3.490390395745635,M=2
FPC 1,153,172,162,train,20,False,0.7766202014041926,0.6421421954279185,0.11340622865346794,0.8462224495625255,0.512151177625502,0.43541884447979456,1.0,3.47333680152893,M=2
FPC 1,154,173,163,train,20,False,0.7754812595819138,0.6414542827341241,0.15751075849972151,0.8668168052887594,0.49255002867358577,0.430960115034035,1.0,3.5138600995391607,M=2
FPC 1,155,174,164,train,20,False,0.7784524841197112,0.6459911624661867,0.18111569667031968,0.8825900620161031,0.5067856492582923,0.4336414026421817,1.0,3.4773425077646976,M=2
FPC 1,156,175,165,train,20,False,0.7786950544697814,0.6482223983581306,0.18938249246558514,0.8873554564717072,0.5231496859010258,0.43324220877969033,1.0,3.4608067392557857,M=2
FPC 1,157,176,166,train,20,False,0.7162442976865218,0.6020636979085362,0.3145513332127773,0.8875889905864275,0.5208229203130484,0.40363015616821396,1.0,3.4076152882725,M=2
