t,b_t,b_t_norm,q_interaccion,q_lineal,razon_q_lineal,estrato_q,nivel_curva,nivel_sin_tend,bloque
30,0.015847890402698475,0.005282630134232825,1.121956810947519,1.3761038840186774,0.8153140355007464,3,2.5606132164992914,2.5447653260965932,train
31,0.016959692464243312,0.005653230821414438,1.343450476082119,1.6872890145631407,0.7962183505532716,3,3.481683617756984,3.4647239252927413,train
32,0.01810918273126425,0.0060363942437547495,1.5177901971572239,2.254044885736596,0.673362898299706,3,3.6462255404738864,3.6281163577426234,train
33,0.019296361203761284,0.0064321204012537615,1.5304375344158097,2.412954251515269,0.6342588275159949,3,3.9242579958258292,3.9049616346220666,train
34,0.020521227881734407,0.006840409293911469,1.53998507382858,2.585416897730479,0.5956428439763057,3,3.676503685504114,3.6559824576223794,train
35,0.021783782765183633,0.0072612609217278775,1.5252207459423561,2.4008347420331275,0.6352876852534778,3,1.5304428650883917,1.5086590823232082,train
36,0.023084025854108955,0.007694675284702985,0.7539385821688087,1.0626039289070794,0.7095198518080557,3,1.3124504423803742,1.2893664165262655,train
37,0.024421957148510372,0.00814065238283679,0.3871873634403003,0.9348310144500198,0.41417898791910596,2,1.3609450022748644,1.3365230451263541,train
38,0.025797576648387888,0.008599192216129295,0.38467030679844344,0.8906465060746419,0.4319000907484676,2,2.0009038469808145,1.9751062703324267,train
39,0.027210884353741492,0.009070294784580497,0.7940410658976125,1.2507430636491428,0.6348554623048912,3,1.5800886048769773,1.552877720523236,train
40,0.0286618802645712,0.0095539600881904,0.5533302097256089,1.0221102058503881,0.5413606150867482,3,1.9755588885244284,1.9468970082598576,train
41,0.030150564380877,0.010050188126959,0.8861460832645657,1.2571682069876065,0.7048747163181336,3,0.933196538110718,0.9030459737298409,train
42,0.0316769367026589,0.0105589789008863,0.11582360737805954,0.6410372853775725,0.18068154539534959,0,-0.7760145447081512,-0.8076914814108102,train
43,0.03324099722991689,0.011080332409972297,0.3183416199156609,0.5453763106169901,0.5837100250201877,2,0.5674628284575275,0.5342218312276106,train
44,0.03484274596265099,0.011614248654216995,0.3061683249462026,0.3483979013667517,0.8787892342207457,1,-1.5866837909333178,-1.6215265368959686,train
45,0.03648218290086117,0.01216072763362039,0.4361497521594102,1.016305471401443,0.4291522228626575,3,-2.2846303723903363,-2.3211125552911978,train
46,0.03815930804454745,0.012719769348182483,1.0784662555555695,1.4685990112115723,0.7343503892637453,3,-1.2696867158396932,-1.3078460238842406,train
47,0.039874121393709834,0.013291373797903279,0.042704814207914894,0.7960280414868626,0.053647374190673766,0,-1.1030194368449409,-1.1428935582386506,train
48,0.04162662294834831,0.01387554098278277,0.04096364186929029,0.7167780901786038,0.057149684721924374,0,-1.3465010155789077,-1.3881276385272556,train
49,0.043416812708462885,0.014472270902820961,0.35792915929752644,0.9065305994560775,0.39483406242688945,2,1.6975755168075308,1.6541587040990682,train
50,0.04524469067405355,0.015081563558017852,0.4437480314860916,1.0947124443405543,0.40535579345989964,3,1.0014436625947816,0.9561989719207281,train
51,0.04711025684512032,0.01570341894837344,0.10218252644556816,0.6925801689136432,0.147538914673009,0,0.8195937896177163,0.772483532772596,train
52,0.049013511221663184,0.016337837073887727,0.19702730223965412,0.4734129798501777,0.4161848335928767,1,-1.6681674857756372,-1.7171809969973006,train
53,0.05095445380368213,0.01698481793456071,0.5385421786677757,1.1019160379572681,0.48873249877198005,3,-0.8516365623895791,-0.9025910161932614,train
54,0.05293308459117718,0.017644361530392394,0.2018094540164886,0.5325040891934824,0.37898197987952403,1,-0.2645517219920829,-0.3174848065832601,train
55,0.054949403584148335,0.018316467861382777,0.27097113504392417,0.24159671553703033,1.1215845150940869,1,0.37880478457228145,0.32385538098813316,train
56,0.057003410782595576,0.01900113692753186,0.34076539244648557,0.22268546973305628,1.530254276828108,2,0.8474209037384781,0.7904174929558826,train
57,0.05909510618651893,0.019698368728839642,0.28890763588451596,0.5231621530800648,0.5522334407861906,1,1.0491739876843535,0.9900788814978345,train
58,0.061224489795918366,0.02040816326530612,0.19023082368483618,0.5765141004193362,0.3299673391274714,0,0.25680363965037806,0.19557914985445965,train
59,0.0633915616107939,0.0211305205369313,0.365699341568699,0.1703105102518812,2.1472505779464046,2,-0.29328535240460246,-0.35667691401539636,train
60,0.06559632163114554,0.02186544054371518,0.29315385242080644,0.23960252101554746,1.2235007009871324,1,-1.017546449512664,-1.0831427711438097,train
61,0.06783876985697325,0.02261292328565775,0.06678146403970654,0.7029386196222294,0.09500326511523294,0,-0.318412783075929,-0.38625155293290236,train
62,0.07011890628827708,0.023372968762759027,0.34774619784868727,0.28554741097158626,1.2178229761056742,2,-0.5179974406427581,-0.5881163469310352,train
63,0.072436730925057,0.024145576975018998,0.12848632946486088,0.46936379306668174,0.27374571997846253,0,0.2842316497708101,0.21179491884575313,train
64,0.07479224376731301,0.02493074792243767,0.34217636658799483,0.14430952553740045,2.3711280687380096,2,1.3291548895081644,1.2543626457408512,train
65,0.07718544481504513,0.025728481605015046,0.023775307888004134,0.7571553121962522,0.031400833494834746,0,-0.9512067462483463,-1.0283921910633913,train
66,0.07961633406825333,0.02653877802275111,0.08878073628987529,0.6445224989111621,0.13774652776258228,0,-1.937631291217098,-2.0172476252853513,train
67,0.08208491152693763,0.027361637175645877,0.7973945880403804,1.26775381141033,0.62898220527005,3,-0.9765939368800843,-1.058678848407022,train
68,0.08459117719109803,0.028197059063699344,0.1394449117657171,0.6246893179178061,0.22322282095443907,0,-0.556700683062794,-0.6412918602538921,train
69,0.08713513106073453,0.02904504368691151,0.1593233275339833,0.4394327282358524,0.36256591122286924,0,-1.119519000285082,-1.2066541313458166,train
70,0.08971677313584714,0.02990559104528238,0.02244067578062871,0.7466617286666752,0.030054675255287766,0,0.34770013105345743,0.2579833579176102,train
71,0.09233610341643582,0.03077870113881194,0.34127951630889053,0.14564258969227692,2.34326728898441,2,-0.4497378095923984,-0.5420739130088342,train
72,0.0949931219025006,0.0316643739675002,0.19298547310149392,0.37450489521073466,0.515308279195925,1,0.34632559719136347,0.2513324752888628,train
73,0.09768782859404149,0.03256260953134716,0.3414240818647588,0.14119040531377636,2.4181818949098597,2,-1.1160935662255886,-1.2137813948196305,train
74,0.10042022349105845,0.03347340783035282,0.10304804325605024,0.7801426214398848,0.13208872381034342,0,0.24260414330429123,0.1421839198132328,train
75,0.10319030659355155,0.03439676886451718,0.3235112249521281,0.12610328008228072,2.5654465509623643,2,-1.059303378479264,-1.1624936850728158,train
76,0.10599807790152072,0.035332692633840236,0.22583747036909768,0.7782263551193922,0.2901950941181511,1,-1.2875381033744207,-1.3935361812759415,train
77,0.10884353741496597,0.03628117913832199,0.3043272713178506,0.8950172572225994,0.34002391446868097,1,-1.2498677090049155,-1.3587112464198812,train
78,0.11172668513388734,0.03724222837796245,0.09686660822406917,0.8424222004792563,0.11498582084964225,0,-0.23833707073156993,-0.35006375586545724,train
79,0.1146475210582848,0.0382158403527616,0.35169581172803493,0.29437820138393483,1.1947073868738847,2,0.29797260381739066,0.18332508275910578,train
80,0.11760604518815834,0.03920201506271945,0.34232102788687896,0.08471883378679453,4.040672098347959,2,0.6357864778922006,0.5181804327040421,train
81,0.120602257523508,0.040200752507836,0.3329763903332995,0.32628662749760445,1.0205027183829167,2,-2.7695588383998353,-2.8901610959233435,train
82,0.12363615806433374,0.04121205268811125,1.4020080666681949,1.829863266528075,0.7661818739759287,3,1.0750899443920787,0.9514537863277451,train
83,0.1267077468106356,0.0422359156035452,0.29127880755071206,0.6822878018233152,0.42691486902200465,1,-0.30904864306997953,-0.43575638988061494,train
84,0.12981702376241355,0.04327234125413785,0.35527691079502693,0.3167689568884689,1.1215647968942748,2,0.12920580492089778,-0.0006112188415157327,train
85,0.13296398891966757,0.04432132963988919,0.3094334229271285,0.11632322890610328,2.6601172082052913,1,-1.5553806397792878,-1.6883446286989554,train
86,0.1361486422823977,0.04538288076079924,0.6399415721604939,1.1069502643097764,0.578112308017308,3,-1.2449624859693238,-1.3811111282517219,train
87,0.13937098385060395,0.04645699461686798,0.08246066302597256,0.8310448718473022,0.09922528351889529,0,-0.41552929132574545,-0.5549002751763493,train
88,0.14263101362428626,0.04754367120809542,0.2797486856761847,0.3420979677117152,0.8177443658827228,1,0.43539917641920406,0.2927681627949177,train
89,0.1459287316034447,0.04864291053448156,0.35083240422924167,0.18915181993419067,1.8547662102923599,2,0.7681245909949407,0.6221958593914959,train
90,0.1492641377880792,0.0497547125960264,0.2952595881988103,0.3491991535967201,0.8455335162117746,1,-0.30868264686156394,-0.4579467846496433,train
91,0.1526372321781898,0.050879077392729934,0.22448994113851106,0.33337017790279305,0.673395390525813,1,0.22073640882741624,0.06809917664922643,train
92,0.15604801477377653,0.05201600492459218,0.3867462940109985,0.2064158759193305,1.8736266882986417,2,0.11224200182193113,-0.043806012951845365,train
93,0.15949648557483934,0.053165495191613114,0.39516392390905725,0.2541586986247365,1.554792049405769,2,0.596175444985621,0.4366789594107819,train
94,0.16298264458137823,0.05432754819379274,0.3321628743863342,0.25107642555666637,1.3229552461960117,2,-0.6184667786820601,-0.7814494232634384,train
95,0.16650649179339325,0.05550216393113108,0.1747996056385004,0.48452588661399315,0.3607642243019264,0,0.7718768687578513,0.6053703769644583,train
96,0.17006802721088435,0.056689342403628114,0.3257252341718687,0.35388364309971077,0.9204303180525694,2,1.3131161615705598,1.1430481343596754,train
97,0.17366725083385154,0.057889083611283844,0.03834688745689292,0.7021874413843908,0.05461061419909546,0,0.6656992975410674,0.49203204670721573,train
98,0.17730416266229482,0.05910138755409827,0.27502505225080603,0.33173748283782156,0.829044248778059,1,-0.1453982975207115,-0.3227024601830063,train
99,0.1809787626962142,0.060326254232071407,0.3398629420625894,0.17170147485366813,1.9793827767189314,2,-0.6420268135933453,-0.8230055762895597,train
100,0.18469105093560967,0.061563683645203225,0.190436188889437,0.5326506981777847,0.3575254656399126,0,-1.6172817195118174,-1.8019727704474269,train
101,0.18844102738048127,0.06281367579349376,0.6036191794648181,1.131834586087511,0.533310420872885,3,-1.272293726122945,-1.460734753503426,train
102,0.19222869203082893,0.06407623067694297,0.1145256020976052,0.8734606563885544,0.13111707008204282,0,-1.2483309520626067,-1.4405596440934358,train
103,0.19605404488665273,0.0653513482955509,0.3029087002555625,0.9146309786560811,0.33118132593829624,1,-0.35516970130791836,-0.5512237461945713,train
104,0.19991708594795254,0.06663902864931752,0.2730830451049512,0.34001065138903164,0.803160265683843,1,-0.5007434397506122,-0.7006605256985649,train
105,0.20381781521472853,0.06793927173824284,0.15116183351609716,0.5077828918982831,0.2976898905573551,0,-1.0050164810201652,-1.2088342962348932,train
106,0.20775623268698057,0.06925207756232686,0.0031393453133736733,0.7308121758111137,0.004295693773696884,0,-0.7284740800897869,-0.9362303127767675,train
107,0.21173233836470873,0.07057744612156958,0.024102343345737253,0.6372921923322473,0.03781992567260527,0,-0.5269837146176616,-0.7387160529823703,train
108,0.215746132247913,0.071915377415971,0.24187119587965872,0.442824605650106,0.5462008948770366,1,0.21289484711582674,-0.0028512851320862866,train
109,0.21979761433659334,0.07326587144553111,0.34886175894332916,0.011247382111058735,31.017151857970457,2,0.30784001858584603,0.08804240424925268,train
110,0.2238867846307498,0.07462892821024993,0.3602053678192186,0.12075255804545433,2.983004034445615,2,1.2496645427373396,1.0257777581065899,train
111,0.2280136431303823,0.07600454771012743,0.14978164190418924,0.6339068232686053,0.2362833722657727,0,-0.05102520918967131,-0.2790388523200536,train
112,0.23217818983549093,0.07739272994516365,0.3484604769041252,0.17167848230225866,2.0297271517732933,2,-1.0227296805009747,-1.2549078703364651,train
113,0.2363804247460757,0.07879347491535857,0.3548631539250683,0.8481855080966868,0.4183791759439216,2,1.5571618472660118,1.3207814225199361,train
114,0.24062034786213649,0.08020678262071217,0.14685347807396704,0.8683710424675566,0.16911374388610345,0,2.2671212414085957,2.0265008935464595,train
115,0.24489795918367346,0.08163265306122448,0.8717580482119146,1.2999974567928199,0.6705844258823396,3,1.38481287754545,1.1399149183617765,train
116,0.24921325871068647,0.08307108623689549,0.3069950438369551,0.7780880678230393,0.3945505098103818,1,0.2580865858802641,0.0088733271695777,train
117,0.2535662464431756,0.0845220821477252,0.2956114898389478,0.09408156547594075,3.1420766474654784,1,0.8971819767343429,0.6436157302911673,train
118,0.25795692238114076,0.08598564079371358,0.23028345888078583,0.4061785994475656,0.5669512357223871,1,1.3396513374696022,1.0816944150884615,train
119,0.26238528652458215,0.08746176217486072,0.14589471026930753,0.6541223021454504,0.22303888705642455,0,0.2876130128053579,0.025227726280775794,train
120,0.2668513388734995,0.0889504462911665,0.35327341611626767,0.07631868864868045,4.6289240862418275,2,-0.964933560424973,-1.2317848992984728,train
121,0.271355079427893,0.090451693142631,0.10402521498862943,0.7754283664175273,0.13415193394229963,0,-1.4144656112546397,-1.6858206906825326,train
122,0.2758965081877626,0.0919655027292542,0.48941749110240806,1.0588154428141738,0.46223116070314313,3,0.2606518329391646,-0.015244675248598079,train
123,0.2804756251531083,0.09349187505103611,0.3374630955250427,0.15289745615603856,2.2071204061148464,2,-0.6201028211031552,-0.9005784462562637,train
124,0.2850924303239301,0.0950308101079767,0.15937639540342377,0.6094249205748383,0.2615193275212514,0,-1.1222820386942123,-1.4073744690181422,train
125,0.289746923700228,0.09658230790007599,0.18394875056942697,0.8671364251782406,0.21213357578839587,0,0.5576777854917051,0.26793086179147724,train
126,0.29443910528200196,0.09814636842733399,0.37312945265077824,0.3684645426936613,1.0126604039645555,2,-0.29809588109902185,-0.5925349863810236,train
127,0.29916897506925205,0.09972299168975068,0.3181888981921142,0.5372265812846558,0.5922806303277799,2,-1.4841118477585449,-1.783280822827797,train
128,0.3039365330619782,0.10131217768732607,0.6869585922235792,1.167343552831703,0.5884802212315114,3,-1.1051474001767385,-1.4090839332387168,train
129,0.30874177926018054,0.10291392642006018,0.11000284252518071,0.8518946236570707,0.12912728812978427,0,0.06935452828171035,-0.23938725097847022,train
130,0.31358471366385887,0.10452823788795296,0.3588859382208561,0.20435235386828554,1.756211423197868,2,-0.9535365498777524,-1.2671212635416111,train
131,0.3184653362730133,0.10615511209100444,0.18015935614188525,0.8189588302872323,0.21998585213214955,0,0.32421722137026987,0.005751885097256651,train
132,0.3233836470876439,0.10779454902921463,0.35027188980271085,0.03972081479126321,8.81834603956198,2,0.5244339153646098,0.20105026827696593,train
133,0.3283396461077505,0.10944654870258351,0.3410406526178236,0.10332680759972834,3.3006018528992107,2,1.154895962093849,0.8265563159860985,train
134,0.3333333333333333,0.1111111111111111,0.20407647592110315,0.538066850471205,0.37927717669725586,1,0.9350249960998633,0.60169166276653,train
135,0.3383647087643921,0.11278823625479738,0.19329780462122637,0.41181765316475455,0.46937717005515145,1,-0.022939644402475125,-0.36130435316686726,train
136,0.3434337724009271,0.11447792413364237,0.3372175146765072,0.20523526565496264,1.6430778287559529,2,0.9760789454251056,0.6326451730241784,train
137,0.34854052424293813,0.11618017474764604,0.29056255594716374,0.3884850614098786,0.7479375265876701,1,0.4086227506867648,0.06008222644382672,train
138,0.3536849642904253,0.11789498809680843,0.36722786093195825,0.13620236159553642,2.69619305150134,2,-0.287529029227468,-0.6412139935178932,train
139,0.35886709254338856,0.11962236418112952,0.2337718535393366,0.39921520882587985,0.5855785259957309,1,-0.9723794864441093,-1.3312465789874977,train
140,0.36408690900182783,0.12136230300060928,0.18006653614851506,0.8381895153913048,0.2148279510087308,0,-1.2765449804720932,-1.640631889473921,train
141,0.3693444136657433,0.12311480455524776,0.38784963288618707,1.0165066280812018,0.38155150411395483,2,-0.5386115341991906,-0.9079559478649336,train
142,0.3746396065351348,0.12487986884504493,0.1468683414312849,0.5619378311422589,0.26136048027366937,0,-0.4295455505064951,-0.8041851570416301,train
143,0.3799724876100024,0.1266574958700008,0.2093682075542399,0.5666223339601371,0.36950221515442305,1,-1.0143429466001421,-1.3943154342101443,train
144,0.38534305689034615,0.12844768563011538,0.1489907073144186,0.9416878795445988,0.15821665601820284,0,-0.2958358986486142,-0.6811789555389605,train
145,0.39075131437616595,0.13025043812538864,0.22200083792305084,0.5121251010071927,0.4334894686599884,1,0.006489526895050055,-0.3842617874811159,train
146,0.3961972600674618,0.1320657533558206,0.19588922086013594,0.32393313131139834,0.6047211659613377,1,0.3247548463054443,-0.07144241376201753,train
147,0.4016808939642338,0.13389363132141127,0.32963653539344345,0.09657786596911258,3.4131685566428587,2,1.6181355212684883,1.2164546273042542,train
148,0.40720221606648194,0.13573407202216065,0.030145718498672366,0.7481586925750032,0.040293214257682695,0,0.9877039689293188,0.5805017528628367,train
149,0.4127612263742062,0.13758707545806872,0.23300377456463173,0.3921943928236367,0.5941027684947287,1,-0.30258217993364944,-0.7153434063078556,train
150,0.4183579248874064,0.13945264162913548,0.1315474500292581,0.47797927281732333,0.27521580434625587,0,-0.2232640216120728,-0.6416219464994791,train
151,0.42399231160608286,0.14133077053536094,0.23842538246636835,0.39606344132893073,0.6019878574663902,1,-1.3833842147190063,-1.8073765263250887,train
152,0.4296643865302353,0.1432214621767451,0.6537433674066857,1.1547234246179665,0.5661471426571024,3,-0.8661166037902381,-1.2957809903204733,train
153,0.4353741496598639,0.14512471655328796,0.049606369253558984,0.785049818594917,0.06318881691144712,0,-0.3997887174585646,-0.8351628671184286,train
154,0.4411216009949686,0.14704053366498954,0.20785598926906154,0.5008699375858676,0.41498994783137155,1,-1.2968423112775775,-1.737963912272546,train
155,0.44690674053554935,0.1489689135118498,0.6361413071015287,1.1107056897222984,0.5727361559303603,3,-0.002186307201224662,-0.44909304773677394,train
156,0.45272956828160615,0.15090985609386873,0.3107708188651162,0.26570386275253904,1.1696134773717983,1,-0.09387473915838017,-0.5466043074399863,train
157,0.4585900842331392,0.1528633614110464,0.17516101920546348,0.39268320735765727,0.44606190415961994,0,1.9380762727588012,1.4794861885256623,train
158,0.4644882883901482,0.15482942946338274,0.34463948706379083,0.9405397443240907,0.36642735104348245,2,0.77159002227489,0.30710173388474193,train
159,0.47042418075263337,0.1568080602508778,0.22789785945225638,0.2590158370820896,0.8798607143856959,1,1.1063999289867659,0.6359757482341324,train
160,0.47639776132059464,0.15879925377353155,0.2646488255090255,0.3832301083652301,0.6905742000229456,1,2.2079980568989326,1.7316002955783385,train
161,0.482409030094032,0.160803010031344,0.40186593643906354,1.0627377597091132,0.3781421453859512,2,0.6471693811973112,0.16476035110327916,train
162,0.4884579870729454,0.16281932902431515,0.3831181055260111,0.20244131692816056,1.8924896920225356,2,0.7023939872173841,0.21393600014443867,train
163,0.49454463225733497,0.164848210752445,0.3426510186421486,0.11393350977088064,3.0074647865339794,2,1.5909829642334052,1.09643833197607,train
164,0.5006689656472006,0.16688965521573354,0.1677818826358754,0.6656405566457497,0.25206078710310315,0,0.06799044363226477,-0.43267852201493584,train
165,0.5068309872425424,0.1689436624141808,0.3241647928449176,0.3715481980700719,0.8724703673136425,2,-0.29492669522507137,-0.8017576824676138,train
166,0.5130306970433602,0.17101023234778676,0.0137679507508549,0.5746723936883602,0.02395791219844317,0,-0.09006876665414408,-0.6030994636975044,train
167,0.5192680950496542,0.1730893650165514,0.12401474930093838,0.48782022539562403,0.2542222377113658,0,1.0009617657403138,0.4816936706906596,train
168,0.5255431812614242,0.17518106042047474,0.38820945231593523,0.41230975766657224,0.9415480596747688,2,1.0136854939175641,0.48814231265613967,train
169,0.5318559556786703,0.17728531855955676,0.3221473292121273,0.3011325124717863,1.069785944293577,2,1.3378186043693447,0.8059626486906747,train
170,0.5382064183013926,0.17940213943379754,0.2941065141602514,0.49081948721840635,0.5992152345601123,1,1.3625592514292413,0.8243528331278486,train
171,0.5445945691295908,0.18153152304319695,0.265468854175683,0.5981431124241863,0.4438216350929407,1,0.8538228650405364,0.3092282959109455,train
172,0.5510204081632653,0.18367346938775508,0.33236380125971016,0.18890905625575338,1.759385218725255,2,-0.03320270142573381,-0.5842231095889991,train
173,0.5574839354024158,0.18582797846747193,0.24299020120272896,0.43083160751155414,0.564002726276791,1,0.8525147006964134,0.29503076529399774,train
174,0.5639851508470424,0.18799505028234745,0.338843165948258,0.15412993798953722,2.198425369971015,2,1.0521626411630471,0.4881774903160046,train
175,0.570524054497145,0.19017468483238167,0.2993533627697944,0.3183526776134728,0.9403199150511108,1,1.5560021512476467,0.9854780967505015,train
176,0.5771006463527238,0.1923668821175746,0.14942447246219492,0.6075206947240749,0.2459578311650122,0,2.7613738091336426,2.184273162780918,train
177,0.5837149264137788,0.19457164213792624,0.7790606169760109,1.3333110223986575,0.5843052400290389,3,-0.027876318796956442,-0.6115912452107353,train
178,0.5903668946803098,0.19678896489343659,0.29011186478022155,0.3215006233685768,0.902367969743031,1,-0.21771918089807277,-0.8080860755783825,train
179,0.5970565511523168,0.1990188503841056,0.14549591964761308,0.543418639780028,0.26774186418505774,0,0.5117364772175597,-0.08532007393475709,train
180,0.6037838958298,0.20126129860993333,0.4277095574131521,0.2880805738169316,1.4846872586589315,3,-0.4323963698798593,-1.036180265709659,train
181,0.6105489287127592,0.20351630957091973,0.07285394841361609,0.6769928548048996,0.10761405810495835,0,0.6202644353761922,0.009715506663433132,train
182,0.6173516498011946,0.20578388326706487,0.32831315590552507,0.06942721325479365,4.728882818623812,2,0.3499684707116382,-0.2673831790895564,train
183,0.6241920590951061,0.2080640196983687,0.336043846387514,0.1623078389323524,2.070410453358154,2,0.2897489793398697,-0.3344430797552364,train
184,0.6310701565944937,0.21035671886483123,0.30718284209115465,0.2956883609654131,1.038873634011878,1,-0.2359503764119368,-0.8670205330064306,train
185,0.6379859422993573,0.21266198076645246,0.0974765337819078,0.5531252510525644,0.17622868165287298,0,-0.5233856172700005,-1.161371559569358,train
186,0.6449394162096971,0.21497980540323236,0.05299810107517837,0.7312330146777649,0.07247771915568287,0,-0.5663489865174137,-1.2112884027271107,train
187,0.6519305783255129,0.21731019277517097,0.03986356067889291,0.7451452297469329,0.053497706336295574,0,-0.23734786741206146,-0.8892784457375742,train
188,0.6589594286468049,0.2196531428822683,0.07285077451463116,0.6097625469523451,0.11947400652720752,0,1.2106770468821624,0.5517176182353574,train
189,0.666025967173573,0.22200865572452433,0.32513990331162346,0.29989763729815483,1.084169606139221,2,1.859531795265724,1.1935058280921509,train
190,0.6731301939058171,0.22437673130193903,0.07323546244145383,0.7505467891835629,0.09757614514761781,0,0.018252427393680392,-0.6548777665121367,train
191,0.6802721088435374,0.22675736961451246,0.25096499662006766,0.48994619973900816,0.5122297034934763,1,-0.3704264186500071,-1.0506985274935445,train
192,0.6874517119867337,0.22915057066224456,0.16578265056115998,0.7318134470700915,0.22653676456054744,0,0.8107812734812293,0.12332956149449553,train
193,0.6946690033354062,0.23155633444513538,0.36705647345652886,0.18080222273048469,2.0301546513821713,2,-0.5185991879037463,-1.2132681912391525,train
194,0.7019239828895546,0.23397466096318487,0.2746414172605244,0.8138267945173123,0.33746912624499736,1,-0.29894545655396354,-1.000869439443518,train
195,0.7092166506491793,0.2364055502163931,0.15222237955268025,0.6156451966166174,0.24725666729675494,0,-0.8066698381586668,-1.5158864888078458,train
196,0.71654700661428,0.23884900220476,0.3000833806189011,0.9698687863491168,0.30940616384666514,1,0.35320050199677405,-0.36334650461750595,train
197,0.7239150507848569,0.24130501692828563,0.33653889550165944,0.24378980742910986,1.3804469475185894,2,0.46374523461665224,-0.2601698161682046,train
198,0.7313207831609098,0.2437735943869699,0.3477788617059412,0.23439785373182923,1.4837118009784738,2,1.9279085563326945,1.1965877731717849,train
199,0.7387642037424387,0.2462547345808129,0.023329294133664132,0.7426774789252562,0.03141241628522846,0,2.2322589090790537,1.4934947053366152,train
