t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,cobertura_puntual,ancho_medio,M
45,64,54,train,20,False,0.8968063958107813,0.9469986250310933,0.894869577901192,1.0,5.1905041802010174,M=2
46,65,55,train,20,False,0.9116242855562607,0.9547901788122146,0.8993169252334888,1.0,5.187217882586928,M=2
47,66,56,train,20,False,1.0494584074107662,1.024430772385702,0.9736692060361,1.0,5.208972589664086,M=2
48,67,57,train,20,False,1.0472988389941593,1.023376196222171,1.0683726984752264,1.0,5.208611446294268,M=2
49,68,58,train,20,False,1.230764270927191,1.1093981570776072,1.0962082236316388,1.0,5.200223393641466,M=2
50,69,59,train,20,False,2.0655789511585936,1.4372122150742366,1.296105824171189,0.95,5.2586248454391145,M=2
51,70,60,train,20,False,2.0216549589862742,1.4218491336939634,1.3683108839461526,0.95,5.301956276794084,M=2
52,71,61,train,20,False,2.036268494113102,1.4269787994616816,1.3833980815919338,0.95,5.277435664188871,M=2
53,72,62,train,20,False,2.0741632063212494,1.440195544473475,1.3720177237771785,0.95,5.271303479324127,M=2
54,73,63,train,20,False,2.2043917530271595,1.484719418956713,1.4304245955411057,0.9486666666666667,5.267806835740389,M=2
55,74,64,train,20,False,2.205766105685192,1.485182179291548,1.5019007946652327,0.9406666666666667,5.323450858721027,M=2
56,75,65,train,20,False,2.622949458284009,1.6195522400601992,1.6483529192464683,0.9366666666666666,5.409134767660407,M=2
57,76,66,train,20,False,2.735041656989084,1.6537961352564239,1.3740544053496233,0.9366666666666666,5.4294094174765375,M=2
58,77,67,train,20,False,2.667862115605039,1.6333591508315122,1.239117054041219,0.9366666666666666,5.51049997326819,M=2
59,78,68,train,20,False,2.6863208088754864,1.6389999416947783,1.196937130026814,0.9366666666666666,5.546553554903152,M=2
60,79,69,train,20,False,2.560429461659613,1.6001342011405209,1.1927703480436374,0.9366666666666666,5.548337267756201,M=2
61,80,70,train,20,False,2.4640795255771595,1.5697386806654028,1.2092679719638455,0.9366666666666666,5.535691710757491,M=2
62,81,71,train,20,False,2.521418569656458,1.5878975312205943,1.2074016560970857,0.9366666666666666,5.505677014542331,M=2
63,82,72,train,20,False,2.5740236462875634,1.604376404179382,1.1828967306999538,0.9366666666666666,5.498718337939806,M=2
64,83,73,train,20,False,2.580757514334631,1.6064736270274191,1.164853720468784,0.9366666666666666,5.525928177370559,M=2
65,84,74,train,20,False,2.7644064858901425,1.6626504400775717,1.157274838621961,0.9366666666666666,5.531745859324367,M=2
66,85,75,train,20,False,2.7590401603743455,1.6610358696832364,1.1386550703542717,0.9366666666666666,5.5701803267301715,M=2
67,86,76,train,20,False,2.57298562219923,1.6040528738789224,1.11407631419303,0.9366666666666666,5.574482825689444,M=2
68,87,77,train,20,False,2.5256801903367307,1.5892388713899275,1.1064450561652104,0.9366666666666666,5.568280729769181,M=2
69,88,78,train,20,False,2.4060362400768653,1.5511403031566375,1.0998604167258803,0.9366666666666666,5.562544126115332,M=2
70,89,79,train,20,False,1.5835474449710667,1.258390815673361,0.8668910460508283,0.9866666666666667,5.507079405254449,M=2
71,90,80,train,20,False,1.5926071772412533,1.2619854108670405,0.8519248780623894,0.9866666666666667,5.4834550860596885,M=2
72,91,81,train,20,False,1.593834898239797,1.2624717415608941,0.8419606738521818,0.9866666666666667,5.499584610043872,M=2
73,92,82,train,20,False,1.5507063957277902,1.2452736228346726,0.8529860138158651,0.9866666666666667,5.506318837073398,M=2
74,93,83,train,20,False,1.432800564336926,1.1969964763260275,0.8270579032912614,0.988,5.491254278187407,M=2
75,94,84,train,20,False,1.2794589673109504,1.1311317196997661,0.7746378926833684,0.996,5.453827412715127,M=2
76,95,85,train,20,False,0.944978403921423,0.9720999968734816,0.6248659653475597,1.0,5.35557023570811,M=2
77,96,86,train,20,False,0.7920405121944232,0.8899665792570096,0.6407459440697726,1.0,5.326024296797867,M=2
78,97,87,train,20,False,0.8299849675631632,0.9110351077555481,0.7083727848401196,1.0,5.298661079161673,M=2
79,98,88,train,20,False,0.8743061281900214,0.9350433830523701,0.7397165644554555,1.0,5.283865599666754,M=2
80,99,89,train,20,False,0.9106496391493968,0.9542796441030253,0.7615179074131215,1.0,5.372906202728606,M=2
81,100,90,train,20,False,0.9169247996714318,0.9575619038325573,0.7649711364396761,1.0,5.39205774526114,M=2
82,101,91,train,20,False,0.8656448495225544,0.9304003705515999,0.7638475227543329,1.0,5.394173794891801,M=2
83,102,92,train,20,False,0.8856024171462735,0.9410645127440911,0.8284388230424122,1.0,5.392159970817083,M=2
84,103,93,train,20,False,0.8606917504104041,0.9277347414053244,0.8460083498857803,1.0,5.381017337661803,M=2
85,104,94,train,20,False,0.7155638660749318,0.84591008155414,0.8929270653993816,1.0,5.379386135663206,M=2
86,105,95,train,20,False,0.9809270583696644,0.9904176181640069,0.9156143430535794,0.982,5.339968529968587,M=2
87,106,96,train,20,False,1.0060606272152737,1.0030257360682595,0.9329302484231,0.982,5.336982035504415,M=2
88,107,97,train,20,False,1.0025887263602828,1.0012935265746419,0.9348261446090613,0.982,5.334489489507666,M=2
89,108,98,train,20,False,1.0601946000982352,1.0296575159237342,0.9877863001060957,0.982,5.323412143997984,M=2
90,109,99,train,20,False,1.0626219723146684,1.0308355699696574,0.9789692789427675,0.982,5.32209443953125,M=2
91,110,100,train,20,False,1.0951466723183265,1.0464925572207031,1.0215007502702174,0.982,5.33427858895093,M=2
92,111,101,train,20,False,1.1322829509857735,1.0640878492802055,1.0170015630207119,0.982,5.345118880898427,M=2
93,112,102,train,20,False,1.2117086934442427,1.1007764048362605,1.0306380088029174,0.982,5.371333530703099,M=2
94,113,103,train,20,False,1.1868478557815219,1.089425470503385,0.9632460072984727,0.982,5.424564818523011,M=2
95,114,104,train,20,False,1.2616537124447542,1.123233596561621,0.9695472614143479,0.982,5.430466208245676,M=2
96,115,105,train,20,False,1.254487797413626,1.1200391945881296,0.9632697666989021,0.982,5.4311195212931915,M=2
97,116,106,train,20,False,1.2409019547128293,1.1139577885686824,0.9505886871059379,0.982,5.442667547975307,M=2
98,117,107,train,20,False,1.2841533858644392,1.1332049178610368,0.990457760583057,0.982,5.411499371407203,M=2
99,118,108,train,20,False,1.4044806179198446,1.1851078507544555,1.075048514699002,0.982,5.415801612240338,M=2
100,119,109,train,20,False,1.7109019159620444,1.308014493788981,1.2047264859809996,0.982,5.4039250504529885,M=2
101,120,110,train,20,False,1.767838628349638,1.3296009282298347,1.2480159782439293,0.982,5.394834267946997,M=2
102,121,111,train,20,False,1.7862181785712123,1.3364947357065093,1.270398472043839,0.982,5.379590849743479,M=2
103,122,112,train,20,False,1.726289059666676,1.3138831986393145,1.2383954559178627,0.982,5.397693145046398,M=2
104,123,113,train,20,False,1.7342551415847791,1.3169112124911,1.2584639917240317,0.982,5.41329655230172,M=2
105,124,114,train,20,False,1.9913665803560967,1.4111578864025445,1.2634760282368191,0.954,5.398484248115505,M=2
106,125,115,train,20,False,1.7357929052435583,1.3174949355665693,1.223965759629826,0.972,5.443465268658271,M=2
107,126,116,train,20,False,2.0238862564748574,1.4226335636680507,1.2212483277276063,0.972,5.42741513693164,M=2
108,127,117,train,20,False,2.755199766882884,1.6598794434786173,1.3700589267675516,0.9386666666666666,5.461372136062796,M=2
109,128,118,train,20,False,2.659347141266882,1.6307504840615201,1.3513794397012244,0.9386666666666666,5.500071406622466,M=2
110,129,119,train,20,False,2.7195085712258056,1.6490932572858958,1.3033193978716586,0.9386666666666666,5.530289812508119,M=2
111,130,120,train,20,False,2.678364600564981,1.6365709885504451,1.2474951571769761,0.9386666666666666,5.561563423381235,M=2
112,131,121,train,20,False,2.9365745594258668,1.713643650070185,1.2779882878363673,0.9386666666666666,5.577185124721482,M=2
113,132,122,train,20,False,2.8728309153375617,1.6949427469202498,1.2703622520048734,0.9386666666666666,5.600197013392971,M=2
114,133,123,train,20,False,3.0296207815366523,1.740580587487018,1.2670347507188757,0.9386666666666666,5.564811563275569,M=2
115,134,124,train,20,False,2.9950739564698177,1.730628197063083,1.2724400062610772,0.9386666666666666,5.5896532742020355,M=2
116,135,125,train,20,False,2.9117495982687625,1.7063849501999138,1.2804336058940677,0.9386666666666666,5.604107677897041,M=2
117,136,126,train,20,False,2.9860706633875562,1.7280250760297307,1.284230957111389,0.9386666666666666,5.590808312700634,M=2
118,137,127,train,20,False,2.9278029198959903,1.7110823825567225,1.2994461576319938,0.9386666666666666,5.591546079761518,M=2
119,138,128,train,20,False,2.794248790838121,1.6716006672761652,1.2000292552707552,0.9386666666666666,5.576202547158096,M=2
120,139,129,train,20,False,2.4612140934134383,1.5688257052373404,1.0742953154863668,0.9386666666666666,5.539173505315911,M=2
121,140,130,train,20,False,2.482370374692063,1.5755539897737758,1.031197256592717,0.9386666666666666,5.571970402030294,M=2
122,141,131,train,20,False,2.5174922773397546,1.5866607316435843,1.0243008796447235,0.9386666666666666,5.6426346359320485,M=2
123,142,132,train,20,False,2.4969306951544943,1.5801679325801086,1.0032583972041003,0.9386666666666666,5.637296688695716,M=2
124,143,133,train,20,False,2.5292770787765573,1.5903701074833358,1.0118299057980926,0.9386666666666666,5.637637656488056,M=2
125,144,134,train,20,False,2.27958003841753,1.5098278174737443,1.0416875868040445,0.9666666666666667,5.671720320991619,M=2
126,145,135,train,20,False,2.315646290183909,1.5217247747815335,1.0135206933731786,0.9666666666666667,5.644804295670401,M=2
127,146,136,train,20,False,2.0499601643069276,1.4317681950326064,0.9031725110514236,0.9666666666666667,5.646833812584194,M=2
128,147,137,train,20,False,1.3512679417756577,1.162440511069559,0.7398079769382626,1.0,5.630597164537809,M=2
129,148,138,train,20,False,1.3642228435084636,1.1679995049264633,0.6881166375181542,1.0,5.616797620509731,M=2
130,149,139,train,20,False,1.318690365841006,1.1483424427586948,0.7003121547078245,1.0,5.582388698186304,M=2
131,150,140,train,20,False,1.268425769769225,1.1262440986612205,0.6939093700968806,1.0,5.566056499319515,M=2
132,151,141,train,20,False,0.9802743649490339,0.9900880591891985,0.6403463861910236,1.0,5.5406179398281505,M=2
133,152,142,train,20,False,0.9893134861834703,0.9946423911052004,0.6419204262515386,1.0,5.492629817231166,M=2
134,153,143,train,20,False,0.825574227173646,0.9086111528996582,0.5784702231508867,1.0,5.4739436241794674,M=2
135,154,144,train,20,False,0.8360864366789821,0.9143776225821485,0.5555220415270009,1.0,5.444978261984569,M=2
136,155,145,train,20,False,0.8630618723670318,0.9290112337141203,0.5606226121680442,1.0,5.467494151158138,M=2
137,156,146,train,20,False,0.9130661023890617,0.9555449243175653,0.5579826303688173,1.0,5.484861526531566,M=2
138,157,147,train,20,False,0.8984737301975784,0.9478785419016397,0.5546074117012536,1.0,5.5248064097638645,M=2
139,158,148,train,20,False,0.8506874964163428,0.9223272176491067,0.5430233395010783,1.0,5.522040414959637,M=2
140,159,149,train,20,False,0.9468652852991928,0.9730700310353787,0.6051275112499084,1.0,5.511912491263475,M=2
141,160,150,train,20,False,0.8685217693896865,0.9319451536381776,0.593354698223837,1.0,5.521346265820179,M=2
142,161,151,train,20,False,0.9347082657594863,0.9668031163372852,0.5730336503393195,1.0,5.470661397501456,M=2
143,162,152,train,20,False,0.9962850352206944,0.998140789278093,0.5955276167348789,1.0,5.502277964166848,M=2
144,163,153,train,20,False,1.0846747851817438,1.0414772129920769,0.5656692587815603,1.0,5.5907738665067805,M=2
145,164,154,train,20,False,1.0669043765287902,1.0329106333699882,0.5438130787904597,1.0,5.6307160480602,M=2
146,165,155,train,20,False,1.106162540291264,1.0517426207448588,0.5815973025928947,1.0,5.696275110155692,M=2
147,166,156,train,20,False,1.2897054472463878,1.1356519921377268,0.6922481612669047,1.0,5.767489735048981,M=2
148,167,157,train,20,False,1.251700006351736,1.1187939963870632,0.664835666859959,1.0,5.782621200016171,M=2
149,168,158,train,20,False,1.366928677116206,1.1691572508076944,0.808558558149088,1.0,5.774949839890782,M=2
150,169,159,train,20,False,1.5482734508612759,1.244296367776293,0.8586996220701206,1.0,5.851197190526036,M=2
151,170,160,train,20,False,1.7508501406837484,1.3231969394930403,0.9277301627009417,0.9993333333333333,5.897753021003954,M=2
152,171,161,train,20,False,1.7396194464780776,1.318946339499101,0.9574140683274012,0.9993333333333333,5.9520024926030235,M=2
153,172,162,train,20,False,1.8085089292773637,1.3448081384633883,0.8810107321140274,0.998,5.99490850768285,M=2
154,173,163,train,20,False,1.8078934601202867,1.3445792874056504,0.9502517508142063,0.998,6.016991490467869,M=2
155,174,164,train,20,False,1.7763283727953165,1.332789695636681,0.8929269537070224,0.998,5.992056685389017,M=2
156,175,165,train,20,False,1.8567608490365082,1.3626301218733234,0.7579724072844972,0.998,5.954605565837456,M=2
157,176,166,train,20,False,1.7875496732402811,1.3369927723216313,0.7524506996186655,0.998,5.956064851821815,M=2
158,177,167,train,20,False,2.135783929317417,1.461432150090252,0.7802208105017261,0.998,5.942576193540192,M=2
159,178,168,train,20,False,2.2966723898764827,1.5154776111432602,0.7765200337841331,0.998,5.941333264933166,M=2
160,179,169,train,20,False,2.37279381582906,1.540387553776341,0.7772660653256864,0.998,5.9114947871739565,M=2
161,180,170,train,20,False,2.684342075004229,1.6383961898772315,0.788062426442227,0.998,5.937998752843243,M=2
162,181,171,train,20,False,2.6045574966697003,1.6138641506241163,0.8235763609891409,0.998,5.946763338275375,M=2
163,182,172,train,20,False,2.591285837370372,1.6097471346054237,0.8120078926564899,0.998,5.9081452501094995,M=2
164,183,173,train,20,False,2.611234721427372,1.6159315336447186,0.8196689353412333,0.998,5.889548086019054,M=2
165,184,174,train,20,False,2.6564164298130404,1.6298516588367913,0.815680436847891,0.998,5.876145636436141,M=2
166,185,175,train,20,False,2.5825439691682055,1.6070295483183268,0.8252438284655484,0.998,5.9102599198008425,M=2
167,186,176,train,20,False,2.3484934455115574,1.5324795090021783,0.7676962396360438,0.998,5.827366731470834,M=2
168,187,177,train,20,False,2.518511611011586,1.586981918930265,0.801397379631747,0.9826666666666667,5.798771601357813,M=2
169,188,178,train,20,False,2.486172172247105,1.576760023671042,0.7257718933301281,0.9826666666666667,5.826504099259158,M=2
170,189,179,train,20,False,2.287907615574523,1.5125830937751892,0.7114375126461728,0.9826666666666667,5.77680052976529,M=2
171,190,180,train,20,False,2.1214806997357387,1.4565303634788183,0.7084156901425341,0.9833333333333333,5.738461402663891,M=2
172,191,181,train,20,False,2.1188153974135533,1.4556151268153108,0.7241042578667426,0.9833333333333333,5.704241189170828,M=2
173,192,182,train,20,False,2.0481418656801567,1.4311330705703633,0.7207763123833183,0.9846666666666667,5.696440982603952,M=2
174,193,183,train,20,False,2.071710419106849,1.4393437459852492,0.735846432475999,0.9846666666666667,5.710546359091481,M=2
175,194,184,train,20,False,2.0522777666570984,1.432577316118435,0.7346597503768799,0.9846666666666667,5.70554633123692,M=2
176,195,185,train,20,False,1.966224110034076,1.4022211344984343,0.7620904983936945,0.9846666666666667,5.702261402533226,M=2
177,196,186,train,20,False,2.0648095780315776,1.4369445285158289,0.7938075714780587,0.9846666666666667,5.671558400645636,M=2
178,197,187,train,20,False,1.772868964453405,1.331491255868173,0.7344429714218201,0.9846666666666667,5.671732544376692,M=2
179,198,188,train,20,False,1.6146852408276313,1.270702656339252,0.7194563021518493,0.9846666666666667,5.723306956391299,M=2
180,199,189,train,20,False,1.691835777538671,1.3007058766449358,0.7146851275573582,0.9693333333333334,5.741547925901514,M=2
181,200,190,train,20,False,1.6151327428404403,1.2708787286127816,0.7217316084065157,0.9693333333333334,5.789486762909168,M=2
182,201,191,train,20,False,1.7478321379805013,1.3220560267933055,0.7072811566010432,0.9693333333333334,5.8207312186898585,M=2
183,202,192,train,20,False,1.9662429020006165,1.402227835268084,0.7267589959556207,0.9693333333333334,5.908003526873253,M=2
184,203,193,train,20,False,1.8134185180925086,1.34663228763182,0.7337576272537122,0.9693333333333334,5.857255390666995,M=2
185,204,194,train,20,False,2.014178179327412,1.419217453150648,0.799067376690903,0.9533333333333334,5.836013453246276,M=2
186,205,195,train,20,False,2.009858993978632,1.4176949580141112,0.7635166112980502,0.9533333333333334,5.889378509278586,M=2
187,206,196,train,20,False,2.1686645623481366,1.4726386394320015,0.7938026367556248,0.9533333333333334,5.952338774432698,M=2
188,207,197,train,20,False,2.155049123133117,1.4680085569005097,0.7496458308681843,0.9686666666666667,6.0096405982332595,M=2
189,208,198,train,20,False,2.0648675571411483,1.4369647028167214,0.811182227235314,0.9686666666666667,5.982142031583201,M=2
190,209,199,train,20,False,2.8584648359641687,1.6906995108428253,0.8852107231681724,0.9186666666666666,5.959330126039482,M=2
191,210,200,train,20,False,2.94535672431421,1.716204161606133,0.8385940683794146,0.9186666666666666,6.113400486976146,M=2
192,211,201,train,20,False,2.9449683783589,1.7160910169215675,0.8420871545143777,0.9186666666666666,6.109521803882133,M=2
193,212,202,train,20,False,2.9414122561885465,1.7150545927720628,0.8392456679240111,0.9186666666666666,6.093798091031648,M=2
194,213,203,train,20,False,2.9493380579321116,1.7173636941347372,0.8356720984942068,0.9186666666666666,6.097269903885821,M=2
195,214,204,train,20,False,3.041325303716992,1.7439395929093966,0.8335397671530408,0.9186666666666666,6.155632066549994,M=2
196,215,205,train,20,False,3.0234183690112157,1.7387979667032096,0.8516444471123015,0.9186666666666666,6.225121137512941,M=2
197,216,206,train,20,False,3.009197230676738,1.7347037875893216,0.8207466415794833,0.9186666666666666,6.253224400652435,M=2
198,217,207,train,20,False,2.964650327590065,1.721815997018864,0.8310815401515301,0.9186666666666666,6.2309639800881245,M=2
199,218,208,train,20,False,3.0275586581614378,1.7399881201207776,0.792088394210554,0.9186666666666666,6.1520916542027395,M=2
200,219,209,train,20,False,2.8145136541154225,1.6776512313694472,0.7784371897139837,0.934,6.178780615594894,M=2
201,220,210,train,20,False,2.6522051337436245,1.628559220213875,0.7436882103084661,0.934,6.086478037363576,M=2
202,221,211,train,20,False,2.5671274014101537,1.6022257648066185,0.7069422966192548,0.934,6.095892083980285,M=2
203,222,212,train,20,False,2.3345335154098317,1.5279180329487023,0.7001963545534725,0.934,6.0928055534442995,M=2
204,223,213,train,20,False,2.3632136236330847,1.5372747391514259,0.7241062606254566,0.934,6.111698325279258,M=2
205,224,214,train,20,False,2.1469198613365874,1.4652371348476627,0.6557845697541028,0.95,6.077448207957408,M=2
206,225,215,train,20,False,2.17888978439995,1.4761062917012278,0.6596858768516387,0.95,5.905794913017596,M=2
207,226,216,train,20,False,2.065494999481866,1.4371830083471853,0.6444134365807376,0.95,5.87096095003181,M=2
208,227,217,train,20,False,1.9091410326642542,1.3817166976859816,0.6578230597597512,0.95,5.831389216425717,M=2
209,228,218,train,20,False,2.1568316126630784,1.4686155428372254,0.7472495161557932,0.938,5.809598662983837,M=2
210,229,219,train,20,False,1.6075313940143878,1.2678846138408604,0.626336167841283,0.978,5.872633656919713,M=2
211,230,220,train,20,False,1.4842182779676854,1.2182849740383754,0.664348664324947,0.978,5.780860400154331,M=2
212,231,221,train,20,False,1.4829005665536963,1.2177440480469188,0.6604910840838611,0.978,5.818038330285565,M=2
213,232,222,train,20,False,1.6215430410202842,1.2733982256231882,0.7429602102246383,0.978,5.823802499323838,M=2
214,233,223,train,20,False,1.6143000448879428,1.2705510792124584,0.7382678556241966,0.978,5.8315522021205055,M=2
215,234,224,train,20,False,1.6771080791620991,1.295032076499304,0.6654359248775614,0.9733333333333334,5.820575495224323,M=2
216,235,225,train,20,False,1.8352614103478473,1.354718203298327,0.6210163649438176,0.9733333333333334,5.784719501058504,M=2
217,236,226,train,20,False,1.9534482724539903,1.3976581386211688,0.6086692042591741,0.9733333333333334,5.790212235174619,M=2
218,237,227,train,20,False,2.136278663762805,1.4616014038590703,0.6463125837334044,0.9666666666666667,5.808472458600899,M=2
219,238,228,train,20,False,2.793524498490658,1.6713840068908934,0.7380771824866561,0.938,5.905138816943882,M=2
220,239,229,train,20,False,2.772400933208376,1.6650528319571052,0.739301709445167,0.938,5.893725943621131,M=2
221,240,230,train,20,False,2.8199526578745013,1.6792714664027675,0.718773961232182,0.938,5.867649155523612,M=2
222,241,231,train,20,False,2.998108648757202,1.7315047354128725,0.7983663528914836,0.932,5.850625410119343,M=2
223,242,232,train,20,False,3.1102660157732807,1.7635946290951559,0.8527227400539491,0.932,5.758406322001788,M=2
224,243,233,train,20,False,3.0675030986691585,1.7514288734256833,0.8428710599141365,0.932,5.736739115954439,M=2
225,244,234,train,20,False,3.0172460728925397,1.737022185492327,0.847564510368641,0.932,5.742972398384397,M=2
226,245,235,train,20,False,3.291938926660572,1.814370118432447,0.8525381712262006,0.9053333333333333,5.747651462059097,M=2
227,246,236,train,20,False,3.295951319506787,1.8154755078234426,0.8659258967023853,0.9053333333333333,5.789002156137341,M=2
228,247,237,train,20,False,3.586180779273923,1.893721410153543,0.8921354438566176,0.8886666666666667,5.74625132413768,M=2
229,248,238,train,20,False,3.5224462240897836,1.8768181116159828,0.8509340719265149,0.8866666666666667,5.785309936535198,M=2
230,249,239,train,20,False,3.2721770087101887,1.808915976133272,0.8833412884414121,0.8966666666666666,5.775248356487066,M=2
231,250,240,train,20,False,3.32643242427877,1.823850987410641,0.899424013053682,0.8966666666666666,5.7061875723628,M=2
232,251,241,train,20,False,3.5678150575789482,1.8888660771952437,0.9690733914811097,0.8966666666666666,5.7105589462180335,M=2
233,252,242,train,20,False,3.4169038326305348,1.8484869035593774,0.957478147963736,0.8966666666666666,5.700450883079126,M=2
234,253,243,train,20,False,3.7236709906005805,1.9296815775149485,1.0640925539322488,0.886,5.678541799539681,M=2
235,254,244,train,20,False,3.9077950957124954,1.9768143806924552,0.9602924170679474,0.8713333333333333,5.673438078226871,M=2
236,255,245,train,20,False,3.9116192164676837,1.977781387430796,0.8197230601143934,0.8713333333333333,5.701679712107251,M=2
237,256,246,train,20,False,3.747281729479673,1.9357896914385284,0.7513841783375604,0.8713333333333333,5.841626261469295,M=2
238,257,247,train,20,False,3.747989097018187,1.935972390561959,0.6868306889567191,0.858,5.8753537594409755,M=2
239,258,248,train,20,False,3.0351283526465984,1.7421619765815688,0.5939437336283874,0.8866666666666667,5.936086716844847,M=2
240,259,249,train,20,False,3.0580482687930446,1.7487276142364323,0.5732234232107433,0.8866666666666667,5.951558873296367,M=2
241,260,250,train,20,False,2.9543965366041256,1.7188358085064803,0.5866473154622145,0.8866666666666667,5.999205271348326,M=2
242,261,251,train,20,False,2.669630701633006,1.63390045646392,0.5698112404501572,0.8926666666666667,6.0120976208214625,M=2
243,262,252,train,20,False,2.5340046356589205,1.5918557207419648,0.5859682770333764,0.8926666666666667,6.025150578603641,M=2
244,263,253,train,20,False,2.574289519260065,1.604459260704386,0.5717725733762108,0.8926666666666667,6.0074686578143615,M=2
