objetivo,t,bloque,I_t_puntual,I_t_simultaneo
curva_suavizada,130,train,0.9733333333333334,0.0
curva_suavizada,131,train,1.0,1.0
curva_suavizada,132,train,1.0,1.0
curva_suavizada,133,train,1.0,1.0
curva_suavizada,134,train,0.92,0.0
curva_suavizada,135,train,0.96,0.0
curva_suavizada,136,train,1.0,1.0
curva_suavizada,137,train,0.76,0.0
curva_suavizada,138,train,1.0,1.0
curva_suavizada,139,train,0.9066666666666666,0.0
curva_suavizada,140,train,1.0,1.0
curva_suavizada,141,train,1.0,1.0
curva_suavizada,142,train,1.0,1.0
curva_suavizada,143,train,1.0,1.0
curva_suavizada,144,train,0.76,0.0
curva_suavizada,145,train,1.0,1.0
curva_suavizada,146,train,1.0,1.0
curva_suavizada,147,train,0.7866666666666666,0.0
curva_suavizada,148,train,1.0,1.0
curva_suavizada,149,train,1.0,1.0
curva_suavizada,150,train,1.0,1.0
curva_suavizada,151,train,1.0,1.0
curva_suavizada,152,train,1.0,1.0
curva_suavizada,153,train,1.0,1.0
curva_suavizada,154,train,0.6933333333333334,0.0
curva_suavizada,155,train,0.8133333333333334,0.0
curva_suavizada,156,train,1.0,1.0
curva_suavizada,157,train,0.38666666666666666,0.0
curva_suavizada,158,train,0.8533333333333334,0.0
curva_suavizada,159,train,1.0,1.0
curva_suavizada,160,train,1.0,1.0
curva_suavizada,161,train,1.0,1.0
curva_suavizada,162,train,1.0,1.0
curva_suavizada,163,train,1.0,1.0
curva_suavizada,164,train,0.36,0.0
curva_suavizada,165,train,1.0,1.0
curva_suavizada,166,train,0.6933333333333334,0.0
curva_suavizada,167,train,1.0,1.0
curva_suavizada,168,train,0.76,0.0
curva_suavizada,169,train,1.0,1.0
curva_suavizada,170,train,1.0,1.0
curva_suavizada,171,train,0.7866666666666666,0.0
curva_suavizada,172,train,1.0,1.0
curva_suavizada,173,train,1.0,1.0
curva_suavizada,174,train,0.9866666666666667,0.0
curva_suavizada,175,train,1.0,1.0
curva_suavizada,176,train,1.0,1.0
curva_suavizada,177,train,1.0,1.0
curva_suavizada,178,train,0.7466666666666667,0.0
curva_suavizada,179,train,1.0,1.0
curva_suavizada,180,train,1.0,1.0
curva_suavizada,181,train,1.0,1.0
curva_suavizada,182,train,1.0,1.0
curva_suavizada,183,train,1.0,1.0
curva_suavizada,184,train,1.0,1.0
curva_suavizada,185,train,1.0,1.0
curva_suavizada,186,train,1.0,1.0
curva_suavizada,187,train,1.0,1.0
curva_suavizada,188,train,1.0,1.0
curva_suavizada,189,train,1.0,1.0
curva_suavizada,190,train,1.0,1.0
curva_suavizada,191,train,0.9066666666666666,0.0
curva_suavizada,192,train,1.0,1.0
curva_suavizada,193,train,1.0,1.0
curva_suavizada,194,train,0.8,0.0
curva_suavizada,195,train,1.0,1.0
curva_suavizada,196,train,1.0,1.0
curva_suavizada,197,train,1.0,1.0
curva_suavizada,198,train,1.0,1.0
curva_suavizada,199,train,1.0,1.0
curva_suavizada,200,train,1.0,1.0
curva_suavizada,201,train,1.0,1.0
curva_suavizada,202,train,0.72,0.0
curva_suavizada,203,train,1.0,1.0
curva_suavizada,204,train,1.0,1.0
curva_suavizada,205,train,1.0,1.0
curva_suavizada,206,train,1.0,1.0
curva_suavizada,207,train,1.0,1.0
curva_suavizada,208,train,1.0,1.0
curva_suavizada,209,train,1.0,1.0
curva_suavizada,210,train,1.0,1.0
curva_suavizada,211,train,1.0,1.0
curva_suavizada,212,train,0.56,0.0
curva_suavizada,213,train,0.7066666666666667,0.0
curva_suavizada,214,train,0.9733333333333334,0.0
curva_suavizada,215,train,1.0,1.0
curva_suavizada,216,train,0.9733333333333334,0.0
curva_suavizada,217,train,0.7866666666666666,0.0
curva_suavizada,218,train,0.9066666666666666,0.0
curva_suavizada,219,train,1.0,1.0
curva_suavizada,220,train,0.84,0.0
curva_suavizada,221,train,0.6133333333333333,0.0
curva_suavizada,222,train,1.0,1.0
curva_suavizada,223,train,1.0,1.0
curva_suavizada,224,train,1.0,1.0
curva_suavizada,225,train,1.0,1.0
curva_suavizada,226,train,1.0,1.0
curva_suavizada,227,train,1.0,1.0
curva_suavizada,228,train,0.8933333333333333,0.0
curva_suavizada,229,train,1.0,1.0
curva_suavizada,230,train,1.0,1.0
curva_suavizada,231,train,1.0,1.0
curva_suavizada,232,train,0.6266666666666667,0.0
curva_suavizada,233,train,1.0,1.0
curva_suavizada,234,train,1.0,1.0
curva_suavizada,235,train,1.0,1.0
curva_suavizada,236,train,1.0,1.0
curva_suavizada,237,train,0.8266666666666667,0.0
curva_suavizada,238,train,1.0,1.0
curva_suavizada,239,train,1.0,1.0
curva_suavizada,240,train,1.0,1.0
curva_suavizada,241,train,1.0,1.0
curva_suavizada,242,train,1.0,1.0
curva_suavizada,243,train,0.3466666666666667,0.0
curva_suavizada,244,train,0.6533333333333333,0.0
curva_suavizada,245,train,1.0,1.0
curva_suavizada,246,train,1.0,1.0
curva_suavizada,247,train,1.0,1.0
curva_suavizada,248,train,1.0,1.0
curva_suavizada,249,train,1.0,1.0
curva_suavizada,250,train,1.0,1.0
curva_suavizada,251,train,0.6266666666666667,0.0
curva_suavizada,252,train,1.0,1.0
curva_suavizada,253,train,0.7466666666666667,0.0
curva_suavizada,254,train,1.0,1.0
curva_suavizada,255,train,0.9733333333333334,0.0
curva_suavizada,256,train,1.0,1.0
curva_suavizada,257,train,1.0,1.0
curva_suavizada,258,train,0.9866666666666667,0.0
curva_suavizada,259,train,1.0,1.0
curva_suavizada,260,train,0.8933333333333333,0.0
curva_suavizada,261,train,1.0,1.0
curva_suavizada,262,train,1.0,1.0
curva_suavizada,263,train,1.0,1.0
curva_suavizada,264,train,1.0,1.0
curva_suavizada,265,train,1.0,1.0
curva_suavizada,266,train,1.0,1.0
curva_suavizada,267,train,1.0,1.0
curva_suavizada,268,train,1.0,1.0
curva_suavizada,269,train,1.0,1.0
curva_suavizada,270,train,0.88,0.0
curva_suavizada,271,train,0.8666666666666667,0.0
curva_suavizada,272,train,1.0,1.0
curva_suavizada,273,train,1.0,1.0
curva_suavizada,274,train,0.6133333333333333,0.0
curva_suavizada,275,train,1.0,1.0
curva_suavizada,276,train,1.0,1.0
curva_suavizada,277,train,1.0,1.0
curva_suavizada,278,train,1.0,1.0
curva_suavizada,279,train,0.7333333333333333,0.0
curva_suavizada,280,train,1.0,1.0
curva_suavizada,281,train,1.0,1.0
curva_suavizada,282,train,0.6266666666666667,0.0
curva_suavizada,283,train,1.0,1.0
curva_suavizada,284,train,1.0,1.0
curva_suavizada,285,train,1.0,1.0
curva_suavizada,286,train,0.5733333333333334,0.0
curva_suavizada,287,train,1.0,1.0
curva_suavizada,288,train,1.0,1.0
curva_suavizada,289,train,0.9866666666666667,0.0
curva_suavizada,290,train,1.0,1.0
curva_suavizada,291,train,1.0,1.0
curva_suavizada,292,train,0.8533333333333334,0.0
curva_suavizada,293,train,1.0,1.0
curva_suavizada,294,train,0.8266666666666667,0.0
curva_suavizada,295,train,1.0,1.0
curva_suavizada,296,train,1.0,1.0
curva_suavizada,297,train,0.8266666666666667,0.0
curva_suavizada,298,train,1.0,1.0
curva_suavizada,299,train,1.0,1.0
curva_suavizada,300,train,0.88,0.0
curva_suavizada,301,train,0.9866666666666667,0.0
curva_suavizada,302,train,0.7333333333333333,0.0
curva_suavizada,303,train,0.6133333333333333,0.0
curva_suavizada,304,train,0.84,0.0
curva_suavizada,305,train,0.9866666666666667,0.0
curva_suavizada,306,train,1.0,1.0
curva_suavizada,307,train,0.8266666666666667,0.0
curva_suavizada,308,train,0.3333333333333333,0.0
curva_suavizada,309,train,1.0,1.0
curva_suavizada,310,train,1.0,1.0
curva_suavizada,311,train,1.0,1.0
curva_suavizada,312,train,1.0,1.0
curva_suavizada,313,train,1.0,1.0
curva_suavizada,314,train,1.0,1.0
curva_suavizada,315,train,1.0,1.0
curva_suavizada,316,train,1.0,1.0
curva_suavizada,317,train,0.8666666666666667,0.0
curva_suavizada,318,train,0.7466666666666667,0.0
curva_suavizada,319,train,0.88,0.0
curva_suavizada,320,train,1.0,1.0
curva_suavizada,321,train,0.8,0.0
curva_suavizada,322,train,1.0,1.0
curva_suavizada,323,train,1.0,1.0
curva_suavizada,324,train,0.7333333333333333,0.0
curva_suavizada,325,train,1.0,1.0
curva_suavizada,326,train,1.0,1.0
curva_suavizada,327,train,0.6666666666666666,0.0
curva_suavizada,328,train,1.0,1.0
curva_suavizada,329,train,0.9333333333333333,0.0
curva_suavizada,330,train,1.0,1.0
curva_suavizada,331,train,1.0,1.0
curva_suavizada,332,train,0.9333333333333333,0.0
curva_suavizada,333,train,1.0,1.0
curva_suavizada,334,train,0.8533333333333334,0.0
curva_suavizada,335,train,1.0,1.0
curva_suavizada,336,train,1.0,1.0
curva_suavizada,337,train,1.0,1.0
curva_suavizada,338,train,0.6133333333333333,0.0
curva_suavizada,339,train,0.88,0.0
curva_suavizada,340,train,0.8933333333333333,0.0
curva_suavizada,341,train,1.0,1.0
curva_suavizada,342,train,1.0,1.0
curva_suavizada,343,train,1.0,1.0
curva_suavizada,344,train,1.0,1.0
curva_suavizada,345,train,0.8666666666666667,0.0
curva_suavizada,346,train,1.0,1.0
curva_suavizada,347,train,0.6533333333333333,0.0
curva_suavizada,348,train,0.9466666666666667,0.0
curva_suavizada,349,train,1.0,1.0
curva_suavizada,350,train,1.0,1.0
curva_suavizada,351,train,0.96,0.0
curva_suavizada,352,train,1.0,1.0
curva_suavizada,353,train,1.0,1.0
curva_suavizada,354,train,0.88,0.0
curva_suavizada,355,train,1.0,1.0
curva_suavizada,356,train,1.0,1.0
curva_suavizada,357,train,1.0,1.0
curva_suavizada,358,train,1.0,1.0
curva_suavizada,359,train,0.8,0.0
curva_suavizada,360,train,1.0,1.0
curva_suavizada,361,train,0.8933333333333333,0.0
curva_suavizada,362,train,1.0,1.0
curva_suavizada,363,train,0.8933333333333333,0.0
curva_suavizada,364,train,1.0,1.0
curva_suavizada,365,train,1.0,1.0
curva_suavizada,366,train,1.0,1.0
curva_suavizada,367,train,0.7866666666666666,0.0
curva_suavizada,368,train,1.0,1.0
curva_suavizada,369,train,1.0,1.0
curva_suavizada,370,train,1.0,1.0
curva_suavizada,371,train,0.9866666666666667,0.0
curva_suavizada,372,train,1.0,1.0
curva_suavizada,373,train,0.8666666666666667,0.0
curva_suavizada,374,train,1.0,1.0
curva_suavizada,375,train,0.8,0.0
curva_suavizada,376,train,1.0,1.0
curva_suavizada,377,train,0.84,0.0
curva_suavizada,378,train,1.0,1.0
curva_suavizada,379,train,1.0,1.0
curva_suavizada,380,train,1.0,1.0
curva_suavizada,381,train,1.0,1.0
curva_suavizada,382,train,0.7066666666666667,0.0
curva_suavizada,383,train,1.0,1.0
curva_suavizada,384,train,1.0,1.0
curva_suavizada,385,train,1.0,1.0
curva_suavizada,386,train,0.92,0.0
curva_suavizada,387,train,1.0,1.0
curva_suavizada,388,train,1.0,1.0
curva_suavizada,389,train,1.0,1.0
curva_suavizada,390,train,1.0,1.0
curva_suavizada,391,train,1.0,1.0
curva_suavizada,392,train,1.0,1.0
curva_suavizada,393,train,1.0,1.0
curva_suavizada,394,train,1.0,1.0
curva_suavizada,395,train,1.0,1.0
curva_suavizada,396,train,1.0,1.0
curva_suavizada,397,train,0.6,0.0
curva_suavizada,398,train,1.0,1.0
curva_suavizada,399,train,0.6266666666666667,0.0
curva_suavizada,400,train,1.0,1.0
curva_suavizada,401,train,0.8933333333333333,0.0
curva_suavizada,402,train,1.0,1.0
curva_suavizada,403,train,1.0,1.0
curva_suavizada,404,train,1.0,1.0
curva_suavizada,405,train,1.0,1.0
curva_suavizada,406,train,1.0,1.0
curva_suavizada,407,train,1.0,1.0
curva_suavizada,408,train,1.0,1.0
curva_suavizada,409,train,1.0,1.0
curva_suavizada,410,train,1.0,1.0
curva_suavizada,411,train,1.0,1.0
curva_suavizada,412,train,1.0,1.0
curva_suavizada,413,train,1.0,1.0
curva_suavizada,414,train,1.0,1.0
curva_suavizada,415,train,1.0,1.0
curva_suavizada,416,train,1.0,1.0
curva_suavizada,417,train,0.8,0.0
curva_suavizada,418,train,0.8266666666666667,0.0
curva_suavizada,419,train,0.8133333333333334,0.0
curva_suavizada,420,train,1.0,1.0
curva_suavizada,421,train,0.7866666666666666,0.0
curva_suavizada,422,train,0.96,0.0
curva_suavizada,423,train,1.0,1.0
curva_suavizada,424,train,0.6933333333333334,0.0
curva_suavizada,425,train,1.0,1.0
curva_suavizada,426,train,1.0,1.0
curva_suavizada,427,train,0.6933333333333334,0.0
curva_suavizada,428,train,1.0,1.0
curva_suavizada,429,train,1.0,1.0
curva_suavizada,430,train,0.9333333333333333,0.0
curva_suavizada,431,train,0.4533333333333333,0.0
curva_suavizada,432,train,1.0,1.0
curva_suavizada,433,train,1.0,1.0
curva_suavizada,434,train,0.7733333333333333,0.0
curva_suavizada,435,train,0.8666666666666667,0.0
curva_suavizada,436,train,1.0,1.0
curva_suavizada,437,train,1.0,1.0
curva_suavizada,438,train,1.0,1.0
curva_suavizada,439,train,1.0,1.0
curva_suavizada,440,train,0.6666666666666666,0.0
curva_suavizada,441,train,1.0,1.0
curva_suavizada,442,train,1.0,1.0
curva_suavizada,443,train,0.7733333333333333,0.0
curva_suavizada,444,train,1.0,1.0
curva_suavizada,445,train,0.7733333333333333,0.0
curva_suavizada,446,train,1.0,1.0
curva_suavizada,447,train,0.68,0.0
curva_suavizada,448,train,0.6933333333333334,0.0
curva_suavizada,449,train,1.0,1.0
curva_suavizada,450,train,0.72,0.0
curva_suavizada,451,train,1.0,1.0
curva_suavizada,452,train,1.0,1.0
curva_suavizada,453,train,1.0,1.0
curva_suavizada,454,train,1.0,1.0
curva_suavizada,455,train,0.76,0.0
curva_suavizada,456,train,1.0,1.0
curva_suavizada,457,train,1.0,1.0
curva_suavizada,458,train,0.7466666666666667,0.0
curva_suavizada,459,train,0.68,0.0
curva_suavizada,460,train,0.9733333333333334,0.0
curva_suavizada,461,train,0.9466666666666667,0.0
curva_suavizada,462,train,1.0,1.0
curva_suavizada,463,train,0.5333333333333333,0.0
curva_suavizada,464,train,0.8666666666666667,0.0
curva_suavizada,465,train,0.88,0.0
curva_suavizada,466,train,0.8666666666666667,0.0
curva_suavizada,467,train,0.8933333333333333,0.0
curva_suavizada,468,train,1.0,1.0
curva_suavizada,469,train,0.6266666666666667,0.0
curva_suavizada,470,train,1.0,1.0
curva_suavizada,471,train,0.84,0.0
curva_suavizada,472,train,1.0,1.0
curva_suavizada,473,train,1.0,1.0
curva_suavizada,474,train,1.0,1.0
curva_suavizada,475,train,0.9866666666666667,0.0
curva_suavizada,476,train,0.7466666666666667,0.0
curva_suavizada,477,train,0.5066666666666667,0.0
curva_suavizada,478,train,1.0,1.0
curva_suavizada,479,train,0.8933333333333333,0.0
curva_suavizada,480,train,1.0,1.0
curva_suavizada,481,train,1.0,1.0
curva_suavizada,482,train,0.6133333333333333,0.0
curva_suavizada,483,train,1.0,1.0
curva_suavizada,484,train,0.64,0.0
curva_suavizada,485,train,1.0,1.0
curva_suavizada,486,train,0.88,0.0
curva_suavizada,487,train,1.0,1.0
curva_suavizada,488,train,1.0,1.0
curva_suavizada,489,train,1.0,1.0
curva_suavizada,490,train,0.9866666666666667,0.0
curva_suavizada,491,train,1.0,1.0
curva_suavizada,492,train,1.0,1.0
curva_suavizada,493,train,1.0,1.0
curva_suavizada,494,train,1.0,1.0
curva_suavizada,495,train,1.0,1.0
curva_suavizada,496,train,0.8666666666666667,0.0
curva_suavizada,497,train,1.0,1.0
curva_suavizada,498,train,1.0,1.0
curva_suavizada,499,train,1.0,1.0
curva_suavizada,500,train,1.0,1.0
curva_suavizada,501,train,1.0,1.0
curva_suavizada,502,train,1.0,1.0
curva_suavizada,503,train,0.56,0.0
curva_suavizada,504,train,1.0,1.0
curva_suavizada,505,train,1.0,1.0
curva_suavizada,506,train,1.0,1.0
curva_suavizada,507,train,1.0,1.0
curva_suavizada,508,train,1.0,1.0
curva_suavizada,509,train,1.0,1.0
curva_suavizada,510,train,0.9733333333333334,0.0
curva_suavizada,511,train,1.0,1.0
curva_suavizada,512,train,1.0,1.0
curva_suavizada,513,train,1.0,1.0
curva_suavizada,514,train,1.0,1.0
curva_suavizada,515,train,1.0,1.0
curva_suavizada,516,train,1.0,1.0
curva_suavizada,517,train,1.0,1.0
curva_suavizada,518,train,1.0,1.0
curva_suavizada,519,train,0.7466666666666667,0.0
curva_suavizada,520,train,0.5066666666666667,0.0
curva_suavizada,521,train,1.0,1.0
curva_suavizada,522,train,0.72,0.0
curva_suavizada,523,train,1.0,1.0
curva_suavizada,524,train,1.0,1.0
curva_suavizada,525,train,1.0,1.0
curva_suavizada,526,train,1.0,1.0
curva_suavizada,527,train,1.0,1.0
curva_suavizada,528,train,0.9733333333333334,0.0
curva_suavizada,529,train,1.0,1.0
curva_suavizada,530,train,1.0,1.0
curva_suavizada,531,train,0.6933333333333334,0.0
curva_suavizada,532,train,1.0,1.0
curva_suavizada,533,train,1.0,1.0
curva_suavizada,534,train,1.0,1.0
curva_suavizada,535,train,0.8,0.0
curva_suavizada,536,train,1.0,1.0
curva_suavizada,537,train,1.0,1.0
curva_suavizada,538,train,0.6133333333333333,0.0
curva_suavizada,539,train,0.9333333333333333,0.0
curva_suavizada,540,train,0.84,0.0
curva_suavizada,541,train,1.0,1.0
curva_suavizada,542,train,1.0,1.0
curva_suavizada,543,train,0.96,0.0
curva_suavizada,544,train,1.0,1.0
curva_suavizada,545,train,1.0,1.0
curva_suavizada,546,train,0.4533333333333333,0.0
curva_suavizada,547,train,1.0,1.0
curva_suavizada,548,train,1.0,1.0
curva_suavizada,549,train,1.0,1.0
curva_suavizada,550,train,1.0,1.0
curva_suavizada,551,train,1.0,1.0
curva_suavizada,552,train,1.0,1.0
curva_suavizada,553,train,1.0,1.0
curva_suavizada,554,train,1.0,1.0
curva_suavizada,555,train,1.0,1.0
curva_suavizada,556,train,1.0,1.0
curva_suavizada,557,train,0.84,0.0
curva_suavizada,558,train,0.6133333333333333,0.0
curva_suavizada,559,train,1.0,1.0
curva_suavizada,560,train,0.9733333333333334,0.0
curva_suavizada,561,train,1.0,1.0
curva_suavizada,562,train,0.76,0.0
curva_suavizada,563,train,0.6266666666666667,0.0
curva_suavizada,564,train,0.9333333333333333,0.0
curva_suavizada,565,train,0.8133333333333334,0.0
curva_suavizada,566,train,1.0,1.0
curva_suavizada,567,train,1.0,1.0
curva_suavizada,568,train,1.0,1.0
curva_suavizada,569,train,0.9333333333333333,0.0
curva_suavizada,570,train,1.0,1.0
curva_suavizada,571,train,0.7466666666666667,0.0
curva_suavizada,572,train,0.7733333333333333,0.0
curva_suavizada,573,train,1.0,1.0
curva_suavizada,574,train,0.8,0.0
curva_suavizada,575,train,1.0,1.0
curva_suavizada,576,train,1.0,1.0
curva_suavizada,577,train,0.7733333333333333,0.0
curva_suavizada,578,train,1.0,1.0
curva_suavizada,579,train,0.6133333333333333,0.0
curva_suavizada,580,train,1.0,1.0
curva_suavizada,581,train,0.76,0.0
curva_suavizada,582,train,0.9333333333333333,0.0
curva_suavizada,583,train,0.8933333333333333,0.0
curva_suavizada,584,train,1.0,1.0
curva_suavizada,585,train,0.8133333333333334,0.0
curva_suavizada,586,train,1.0,1.0
curva_suavizada,587,train,0.9733333333333334,0.0
curva_suavizada,588,train,1.0,1.0
curva_suavizada,589,train,0.8933333333333333,0.0
curva_suavizada,590,train,1.0,1.0
curva_suavizada,591,train,0.8,0.0
curva_suavizada,592,train,1.0,1.0
curva_suavizada,593,train,0.8666666666666667,0.0
curva_suavizada,594,train,1.0,1.0
curva_suavizada,595,train,0.6666666666666666,0.0
curva_suavizada,596,train,0.8133333333333334,0.0
curva_suavizada,597,train,1.0,1.0
curva_suavizada,598,train,1.0,1.0
curva_suavizada,599,train,0.68,0.0
curva_suavizada,600,train,1.0,1.0
curva_suavizada,601,train,1.0,1.0
curva_suavizada,602,train,0.76,0.0
curva_suavizada,603,train,0.36,0.0
curva_suavizada,604,train,1.0,1.0
curva_suavizada,605,train,1.0,1.0
curva_suavizada,606,train,1.0,1.0
curva_suavizada,607,train,1.0,1.0
curva_suavizada,608,train,1.0,1.0
curva_suavizada,609,train,1.0,1.0
curva_suavizada,610,train,0.41333333333333333,0.0
curva_suavizada,611,train,1.0,1.0
curva_suavizada,612,train,0.92,0.0
curva_suavizada,613,train,0.6533333333333333,0.0
curva_suavizada,614,train,1.0,1.0
curva_suavizada,615,train,0.9333333333333333,0.0
curva_suavizada,616,train,1.0,1.0
curva_suavizada,617,train,0.6666666666666666,0.0
curva_suavizada,618,train,1.0,1.0
curva_suavizada,619,train,1.0,1.0
curva_suavizada,620,train,1.0,1.0
curva_suavizada,621,train,1.0,1.0
curva_suavizada,622,train,1.0,1.0
curva_suavizada,623,train,0.7066666666666667,0.0
curva_suavizada,624,train,1.0,1.0
curva_suavizada,625,train,1.0,1.0
curva_suavizada,626,train,1.0,1.0
curva_suavizada,627,train,0.7733333333333333,0.0
curva_suavizada,628,train,0.76,0.0
curva_suavizada,629,train,1.0,1.0
curva_suavizada,630,train,1.0,1.0
curva_suavizada,631,train,1.0,1.0
curva_suavizada,632,train,0.7333333333333333,0.0
curva_suavizada,633,train,0.49333333333333335,0.0
curva_suavizada,634,train,0.9733333333333334,0.0
curva_suavizada,635,train,1.0,1.0
curva_suavizada,636,train,0.84,0.0
curva_suavizada,637,train,1.0,1.0
curva_suavizada,638,train,0.7733333333333333,0.0
curva_suavizada,639,train,1.0,1.0
curva_suavizada,640,train,0.88,0.0
curva_suavizada,641,train,0.84,0.0
curva_suavizada,642,train,0.7066666666666667,0.0
curva_suavizada,643,train,1.0,1.0
curva_suavizada,644,train,0.8,0.0
curva_suavizada,645,train,1.0,1.0
curva_suavizada,646,train,1.0,1.0
curva_suavizada,647,train,0.8,0.0
curva_suavizada,648,train,1.0,1.0
curva_suavizada,649,train,0.8133333333333334,0.0
curva_suavizada,650,train,1.0,1.0
curva_suavizada,651,train,1.0,1.0
curva_suavizada,652,train,1.0,1.0
curva_suavizada,653,train,0.9066666666666666,0.0
curva_suavizada,654,train,1.0,1.0
curva_suavizada,655,train,1.0,1.0
curva_suavizada,656,train,0.8533333333333334,0.0
curva_suavizada,657,train,0.92,0.0
curva_suavizada,658,train,1.0,1.0
curva_suavizada,659,train,1.0,1.0
curva_suavizada,660,train,0.64,0.0
