t,bloque,banda,I_t_puntual,I_t_simultaneo
109,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
110,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
111,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
112,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
113,train,PSBPM-FD (predictiva bayesiana),0.48,0.0
114,train,PSBPM-FD (predictiva bayesiana),0.15,0.0
115,train,PSBPM-FD (predictiva bayesiana),0.86,0.0
116,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
117,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
118,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
119,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
120,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
121,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
122,train,PSBPM-FD (predictiva bayesiana),0.67,0.0
123,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
124,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
125,train,PSBPM-FD (predictiva bayesiana),0.77,0.0
126,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
127,train,PSBPM-FD (predictiva bayesiana),0.85,0.0
128,train,PSBPM-FD (predictiva bayesiana),0.57,0.0
129,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
130,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
131,train,PSBPM-FD (predictiva bayesiana),0.95,0.0
132,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
133,train,PSBPM-FD (predictiva bayesiana),0.48,0.0
134,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
135,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
136,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
137,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
138,train,PSBPM-FD (predictiva bayesiana),0.77,0.0
139,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
140,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
141,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
142,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
143,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
144,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
145,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
146,train,PSBPM-FD (predictiva bayesiana),0.82,0.0
147,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
148,train,PSBPM-FD (predictiva bayesiana),0.81,0.0
149,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
150,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
151,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
152,train,PSBPM-FD (predictiva bayesiana),0.39,0.0
153,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
154,train,PSBPM-FD (predictiva bayesiana),0.9,0.0
155,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
156,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
157,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
158,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
159,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
160,train,PSBPM-FD (predictiva bayesiana),0.39,0.0
161,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
162,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
163,train,PSBPM-FD (predictiva bayesiana),0.74,0.0
164,train,PSBPM-FD (predictiva bayesiana),0.56,0.0
165,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
166,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
167,train,PSBPM-FD (predictiva bayesiana),0.62,0.0
168,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
169,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
170,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
171,train,PSBPM-FD (predictiva bayesiana),0.89,0.0
172,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
173,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
174,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
175,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
176,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
177,train,PSBPM-FD (predictiva bayesiana),0.96,0.0
178,train,PSBPM-FD (predictiva bayesiana),0.57,0.0
179,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
180,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
181,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
182,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
183,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
184,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
185,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
186,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
187,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
188,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
189,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
190,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
191,train,PSBPM-FD (predictiva bayesiana),0.94,0.0
192,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
193,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
194,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
195,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
196,train,PSBPM-FD (predictiva bayesiana),0.88,0.0
197,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
198,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
199,train,PSBPM-FD (predictiva bayesiana),0.64,0.0
200,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
201,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
202,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
203,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
204,train,PSBPM-FD (predictiva bayesiana),0.54,0.0
205,train,PSBPM-FD (predictiva bayesiana),0.99,0.0
206,train,PSBPM-FD (predictiva bayesiana),0.6,0.0
207,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
208,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
209,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
210,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
211,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
212,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
213,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
214,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
215,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
216,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
217,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
218,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
219,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
220,train,PSBPM-FD (predictiva bayesiana),0.69,0.0
221,train,PSBPM-FD (predictiva bayesiana),0.47,0.0
222,train,PSBPM-FD (predictiva bayesiana),0.97,0.0
223,train,PSBPM-FD (predictiva bayesiana),0.6,0.0
224,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
225,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
226,train,PSBPM-FD (predictiva bayesiana),0.91,0.0
227,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
228,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
229,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
230,train,PSBPM-FD (predictiva bayesiana),0.3,0.0
231,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
232,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
233,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
234,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
235,train,PSBPM-FD (predictiva bayesiana),0.87,0.0
236,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
237,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
238,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
239,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
240,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
241,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
242,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
243,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
244,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
245,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
246,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
247,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
248,train,PSBPM-FD (predictiva bayesiana),0.65,0.0
249,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
250,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
251,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
252,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
253,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
254,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
255,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
256,train,PSBPM-FD (predictiva bayesiana),0.82,0.0
257,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
258,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
259,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
260,train,PSBPM-FD (predictiva bayesiana),0.78,0.0
261,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
262,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
263,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
264,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
265,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
266,train,PSBPM-FD (predictiva bayesiana),0.82,0.0
267,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
268,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
269,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
270,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
271,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
272,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
273,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
274,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
275,train,PSBPM-FD (predictiva bayesiana),0.87,0.0
276,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
277,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
278,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
279,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
280,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
281,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
282,train,PSBPM-FD (predictiva bayesiana),0.89,0.0
283,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
284,train,PSBPM-FD (predictiva bayesiana),0.66,0.0
285,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
286,train,PSBPM-FD (predictiva bayesiana),0.67,0.0
287,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
288,train,PSBPM-FD (predictiva bayesiana),0.57,0.0
289,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
290,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
291,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
292,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
293,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
294,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
295,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
296,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
297,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
298,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
299,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
300,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
301,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
302,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
303,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
304,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
305,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
306,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
307,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
308,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
309,train,PSBPM-FD (predictiva bayesiana),0.56,0.0
310,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
311,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
312,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
313,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
314,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
315,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
316,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
317,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
318,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
319,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
320,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
321,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
322,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
323,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
324,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
325,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
326,train,PSBPM-FD (predictiva bayesiana),0.87,0.0
327,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
328,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
329,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
330,train,PSBPM-FD (predictiva bayesiana),0.64,0.0
331,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
332,train,PSBPM-FD (predictiva bayesiana),0.27,0.0
333,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
334,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
335,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
336,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
337,train,PSBPM-FD (predictiva bayesiana),0.95,0.0
338,train,PSBPM-FD (predictiva bayesiana),0.61,0.0
339,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
340,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
341,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
342,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
343,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
344,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
345,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
346,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
347,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
348,train,PSBPM-FD (predictiva bayesiana),0.94,0.0
349,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
350,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
351,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
352,train,PSBPM-FD (predictiva bayesiana),0.94,0.0
353,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
354,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
355,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
356,train,PSBPM-FD (predictiva bayesiana),0.8,0.0
357,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
358,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
359,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
360,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
361,train,PSBPM-FD (predictiva bayesiana),0.97,0.0
362,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
363,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
364,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
365,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
366,train,PSBPM-FD (predictiva bayesiana),0.66,0.0
367,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
368,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
369,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
370,train,PSBPM-FD (predictiva bayesiana),0.23,0.0
371,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
372,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
373,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
374,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
375,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
376,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
377,train,PSBPM-FD (predictiva bayesiana),0.31,0.0
378,train,PSBPM-FD (predictiva bayesiana),0.99,0.0
379,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
380,train,PSBPM-FD (predictiva bayesiana),0.08,0.0
381,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
382,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
383,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
384,train,PSBPM-FD (predictiva bayesiana),0.98,0.0
385,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
386,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
387,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
388,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
389,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
390,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
391,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
392,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
393,train,PSBPM-FD (predictiva bayesiana),0.97,0.0
394,train,PSBPM-FD (predictiva bayesiana),0.87,0.0
395,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
396,train,PSBPM-FD (predictiva bayesiana),0.87,0.0
397,train,PSBPM-FD (predictiva bayesiana),0.49,0.0
398,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
399,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
400,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
401,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
402,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
403,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
404,train,PSBPM-FD (predictiva bayesiana),0.81,0.0
405,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
406,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
407,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
408,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
409,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
410,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
411,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
412,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
413,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
414,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
415,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
416,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
417,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
418,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
419,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
420,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
421,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
422,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
423,train,PSBPM-FD (predictiva bayesiana),0.21,0.0
424,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
425,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
426,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
427,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
428,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
429,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
430,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
431,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
432,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
433,train,PSBPM-FD (predictiva bayesiana),0.56,0.0
434,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
435,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
436,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
437,train,PSBPM-FD (predictiva bayesiana),0.92,0.0
438,train,PSBPM-FD (predictiva bayesiana),0.68,0.0
439,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
440,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
441,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
442,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
443,train,PSBPM-FD (predictiva bayesiana),0.89,0.0
444,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
445,train,PSBPM-FD (predictiva bayesiana),0.33,0.0
446,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
447,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
448,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
449,train,PSBPM-FD (predictiva bayesiana),1.0,1.0
450,train,PSBPM-FD (predictiva bayesiana),0.84,0.0
