componente,t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,rmse,mae,r2_local,sd_obs,sd_pred,crps,cobertura,ancho
FPC 1,15,34,24,train,20,False,0.7950219653127779,0.6486561244535405,0.22290419729344524,0.925294633775145,0.4737960440666089,0.44379912467087684,1.0,3.3735817661881455
FPC 1,16,35,25,train,20,False,0.8803058980375043,0.7107025874170378,0.1523111490833372,0.9809651377528058,0.45882824354261037,0.4936641388072105,0.95,3.3768503794074065
FPC 1,17,36,26,train,20,False,0.8840612607027484,0.7257383041963579,0.22826511152112605,1.03249151324988,0.49027231400837407,0.4963788153611913,0.95,3.3817365006357436
FPC 1,18,37,27,train,20,False,0.884971835473497,0.7302086027941591,0.24650469564455335,1.0459896123334111,0.5227161790708886,0.497411020611379,0.95,3.3830465363711113
FPC 1,19,38,28,train,20,False,0.8364196777117383,0.6929413093828639,0.296367139378643,1.0230323856470525,0.531713146951536,0.467089820228467,0.95,3.382539857402444
FPC 1,20,39,29,train,20,False,0.8080322560907837,0.6549096350584318,0.2808163131332295,0.9775680101394808,0.5173611692312646,0.44798820688343916,0.95,3.368558130338788
FPC 1,21,40,30,train,20,False,0.7596224587545831,0.6131937021565916,0.21236376967596315,0.8781589892805036,0.4947005532690488,0.4210442123583998,0.95,3.3399706370383497
FPC 1,22,41,31,train,20,False,0.7040093670332072,0.580571084804559,-0.016437458590967458,0.7164341913913652,0.4597606919923945,0.3989158783064656,0.95,3.296831141784787
FPC 1,23,42,32,train,20,False,0.7407898683147858,0.6036681190414617,0.16005427376191594,0.8292922732164544,0.42336887898207143,0.41991581024710706,0.95,3.2317065823823214
FPC 1,24,43,33,train,20,False,0.7739585503734527,0.651318639800394,0.08342968790695005,0.8294171416735451,0.47727849153213125,0.4420811628815472,0.95,3.242729557529091
FPC 1,25,44,34,train,20,False,0.8064660501473214,0.6695500928307455,0.04811981765276363,0.8480728194319135,0.4773319550492839,0.4591425984249901,0.9,3.2432543783634897
FPC 1,26,45,35,train,20,False,0.8822989654213543,0.7339316111369921,0.10146213535417103,0.9549613081357042,0.4874164834436667,0.5049706022523557,0.85,3.235287272855639
FPC 1,27,46,36,train,20,False,0.9027082395572302,0.7548540497512447,0.20629413666342467,1.039574958575547,0.5115867671970917,0.5163685233256496,0.85,3.2697750779241317
FPC 1,28,47,37,train,20,False,0.9068024391174268,0.7606762754411165,0.22166033327278478,1.0545478605608578,0.5469866462751839,0.5187166545519701,0.85,3.29896981947124
FPC 1,29,48,38,train,20,False,0.9175346190981407,0.7760629768666956,0.24445153980594936,1.0830025877836114,0.5545346526173862,0.5264616127969435,0.85,3.3080181355029348
FPC 1,30,49,39,train,20,False,1.004744586761934,0.8412075619778905,0.18419064254839002,1.1412992481645698,0.5714683168092757,0.5804555976598105,0.8,3.3200014188885687
FPC 1,31,50,40,train,20,False,1.003238484287441,0.8369228284971608,0.20051587016408967,1.1511646826493875,0.6040517033098716,0.579443074700598,0.8,3.3301445142924786
FPC 1,32,51,41,train,20,False,0.9894814134962918,0.801107350332536,0.19210271543690938,1.1294519613791196,0.6099938935269584,0.5670923237863126,0.8,3.3302842134237287
FPC 1,33,52,42,train,20,False,1.0756745540595853,0.8823937292604347,0.038076086579119206,1.1252492491223869,0.5965438582946931,0.6281170442188918,0.75,3.3276174624264243
FPC 1,34,53,43,train,20,False,1.0734859056716368,0.8764132789402674,-0.05150667738060277,1.074059959651681,0.5926359871496163,0.6257849995266644,0.75,3.338046540841461
FPC 1,35,54,44,train,20,False,1.0752099853228512,0.8868939823328891,-0.14755521662223114,1.0297805635572768,0.5648781975620925,0.627337597705462,0.75,3.3337721216678617
FPC 1,36,55,45,train,20,False,1.0104813317125332,0.8314439205078582,0.026667849153007572,1.0508384551332643,0.5376967798014125,0.5814439496870399,0.8,3.3301018397510047
FPC 1,37,56,46,train,20,False,1.023446019340271,0.8536768200831439,0.11191434059975403,1.1142322128275342,0.5478427804652186,0.59343883719774,0.8,3.327392179742455
FPC 1,38,57,47,train,20,False,1.0323886917999494,0.874769686192628,0.20600391229792925,1.1886999788604002,0.5824167814060357,0.6014883528864713,0.8,3.33770669542253
FPC 1,39,58,48,train,20,False,1.019185099380272,0.8441769234054908,0.2325892508461478,1.1936508837191078,0.6233765498140643,0.5900914163529011,0.8,3.350326192378998
FPC 1,40,59,49,train,20,False,1.0188188865174845,0.8424503958226659,0.23653145672146403,1.1962986444505397,0.6264780882260871,0.589801664114496,0.8,3.3507796193659303
FPC 1,41,60,50,train,20,False,1.0204223694031205,0.8455725171242718,0.20241160432421001,1.1722729788904138,0.6280752453405251,0.5915074849292961,0.8,3.3518007552623743
FPC 1,42,61,51,train,20,False,1.0007260094923518,0.81098028813194,0.23917127885289868,1.1770907191230675,0.614195156830685,0.5737856727121237,0.8,3.3469374063611026
FPC 1,43,62,52,train,20,False,0.9520731933292711,0.7463649608983774,0.269255071137692,1.1426826401772836,0.6156388450839615,0.5361049900955284,0.8,3.348946955651045
FPC 1,44,63,53,train,20,False,0.9359135654171883,0.7276930687811793,0.31280234639636484,1.1583321365564734,0.595842730032866,0.5229935099661518,0.8,3.3374610294401648
FPC 1,45,64,54,train,20,False,0.9101261327134507,0.7109799231325079,0.40326833740846457,1.2087882807814891,0.6057306781452645,0.5071382131695583,0.85,3.3386297585070137
FPC 1,46,65,55,train,20,False,0.8931090704763146,0.7010084066356994,0.29840403709851204,1.0939542422814412,0.6253886422705387,0.49567313223475323,0.9,3.3574392213672404
FPC 1,47,66,56,train,20,False,0.9007567851365479,0.7070254579711285,0.21838741053527078,1.0453217012391571,0.5868458411267707,0.5042937002789027,0.9,3.3137307400256395
FPC 1,48,67,57,train,20,False,0.8934721607429246,0.6958005191224546,0.18947640296339718,1.0182077325803454,0.5746105817822075,0.4988476803992257,0.9,3.2908860085159537
FPC 1,49,68,58,train,20,False,0.8758316014618001,0.6565734343354509,0.12690948355632725,0.9616768754687587,0.5647466756348279,0.4855409403561561,0.9,3.282201199606061
FPC 1,50,69,59,train,20,False,0.7720874079529831,0.58869821155806,0.30284885723480515,0.9487268573380901,0.5386423059801397,0.4296795650768006,0.95,3.2708729022741325
FPC 1,51,70,60,train,20,False,0.791243257949429,0.6148808114079489,0.2644240286552014,0.9465301515135046,0.531686023416473,0.44267371921866133,0.95,3.263071847259998
FPC 1,52,71,61,train,20,False,0.7964572405953998,0.6340348247188378,0.24804584891655257,0.9423342615802066,0.5301960844876145,0.44676700392849017,0.95,3.263741236180067
FPC 1,53,72,62,train,20,False,0.6898231820641638,0.572918378181426,0.34954461864121256,0.8775406169654014,0.5274938296748771,0.39440960762576943,1.0,3.261045823842287
FPC 1,54,73,63,train,20,False,0.7224607126546402,0.6070653899440878,0.2337300963852621,0.8467623672238683,0.49989387175184274,0.41402075346473366,1.0,3.2486122968047857
FPC 1,55,74,64,train,20,False,0.7408080496299414,0.6322378744573139,0.1931022791756568,0.8461252311094014,0.48275171036893944,0.4264020938247118,1.0,3.245691250413656
FPC 1,56,75,65,train,20,False,0.761017913383203,0.6502423761702055,0.17224749376737303,0.8581887652798639,0.48250685944942395,0.4386300147951017,1.0,3.2492723953723903
FPC 1,57,76,66,train,20,False,0.7577855567786522,0.6471116121790834,0.16917297294209765,0.8529610757400456,0.4900116530084317,0.4363105690879349,1.0,3.247576339542866
FPC 1,58,77,67,train,20,False,0.7594563775034587,0.6490154529265629,0.10217033860643132,0.8223260652288661,0.4859121986260914,0.4368812601942354,1.0,3.238562666773796
FPC 1,59,78,68,train,20,False,0.7604854091488138,0.653355421361288,0.040038660527819236,0.7963467497059524,0.46793305448114864,0.4370304333984153,1.0,3.2297539784014226
FPC 1,60,79,69,train,20,False,0.7736002926958043,0.6766509045054894,0.02163533349610758,0.8024249850753102,0.4510727253457584,0.4462125737621859,1.0,3.2237201167643077
FPC 1,61,80,70,train,20,False,0.7751279843391593,0.6787066916670579,0.10979441241320465,0.8428813719588741,0.45516984963351,0.44710598087101283,1.0,3.2241747866570947
FPC 1,62,81,71,train,20,False,0.9769804152926215,0.8007053643633762,-0.14017540365390735,0.9387246479763074,0.4809535389792868,0.5457440597932733,0.95,3.2312065994739534
FPC 1,63,82,72,train,20,False,1.0168590450787793,0.8594626553107535,-0.21053745587837613,0.9482215857577292,0.5144463526369699,0.5770014133107755,0.95,3.2622756824642414
FPC 1,64,83,73,train,20,False,1.0459031665277427,0.8911051640769507,-0.32195057935070204,0.9333017183909721,0.5206653587330649,0.6006594902942602,0.95,3.261495324000717
FPC 1,65,84,74,train,20,False,1.0122957112640654,0.8504300634527576,-0.6902168442828505,0.7988668161494328,0.5116398316564148,0.5734676869945005,0.95,3.259072582051158
FPC 1,66,85,75,train,20,False,1.0045228885256665,0.8447594626533064,-0.566937477065544,0.8233267012605274,0.44371382762756667,0.5712424765013898,0.95,3.2340805830061434
FPC 1,67,86,76,train,20,False,0.9830389404989908,0.8230394070103328,-0.5001616702891309,0.823455029586604,0.4574073570388822,0.554056410259792,0.95,3.2395332036167384
FPC 1,68,87,77,train,20,False,0.9775375942005544,0.8031252168895666,-0.5429135482422833,0.8074225410727763,0.45744828106596624,0.5500102478422471,0.95,3.240280189067125
FPC 1,69,88,78,train,20,False,0.9925714903542344,0.8413309423219368,-0.5082381332868744,0.8292109637246493,0.4480392491175908,0.5637702604728522,0.95,3.2357065020501614
FPC 1,70,89,79,train,20,False,0.9928083495544527,0.8417331078857158,-0.37493054932396075,0.8686868303993425,0.46064513921106087,0.5642551352364567,0.95,3.2389026980102065
FPC 1,71,90,80,train,20,False,0.9812487718546856,0.8244754839411315,-0.36672822451903286,0.8611449159709054,0.4836527779176447,0.5543862820454584,0.95,3.243321000933647
FPC 1,72,91,81,train,20,False,0.9820286228613665,0.8262740985430994,-0.3015462073533377,0.883146085049906,0.4788653478920285,0.5549694579048149,0.95,3.242392699718475
FPC 1,73,92,82,train,20,False,0.9708045029784234,0.8008698272637849,-0.28195796997482936,0.8796969497177782,0.49256039219606335,0.5450741858108549,0.95,3.2454308857023717
FPC 1,74,93,83,train,20,False,0.9578377530316852,0.7865499194013135,-0.109554013781054,0.9329447468408538,0.4903852667178074,0.5346324898631758,0.95,3.245830070376396
FPC 1,75,94,84,train,20,False,0.9529758991846389,0.7801031131396213,-0.1262586636205838,0.9212999390241616,0.5207338117296099,0.5302261736721245,0.95,3.2534659878909586
FPC 1,76,95,85,train,20,False,0.9559421229026713,0.7827996859234754,-0.03155093058317027,0.9656604812323902,0.5134419126400203,0.5322618042829111,0.95,3.2501716333627706
FPC 1,77,96,86,train,20,False,0.9669343471773856,0.7948957981593361,0.058435159655298774,1.022374640141886,0.5377957269528727,0.5406838755071381,0.95,3.2595382650196556
FPC 1,78,97,87,train,20,False,0.9547476241853721,0.7618617628606142,0.035663055754989625,0.9974987982379646,0.5596206113235996,0.5325341898018785,0.95,3.281491717621684
FPC 1,79,98,88,train,20,False,0.9567552195485761,0.7684826933250781,0.01520414183695562,0.9891585991655879,0.5448229124962615,0.5342591181500762,0.95,3.283360011726618
FPC 1,80,99,89,train,20,False,0.9479953241646719,0.7516926348822799,0.03162143155748898,0.9883751277556047,0.5381792679670937,0.5266781365397971,0.95,3.286613252162933
FPC 1,81,100,90,train,20,False,0.9673928338914386,0.7742922973954577,0.022877324659496323,1.0040758404762402,0.5381363728929677,0.5422234159740069,0.95,3.2848561142385
FPC 1,82,101,91,train,20,False,0.7785447110670616,0.6772772013230436,0.2664695281253153,0.9326370756397326,0.5490819132130784,0.45403608635801385,1.0,3.280031903088093
FPC 1,83,102,92,train,20,False,0.7428026810515597,0.649797524121141,0.4003206496823546,0.9841291883700398,0.5305011991720042,0.43366277165567846,1.0,3.253921673446894
FPC 1,84,103,93,train,20,False,0.6870114096806184,0.586914572839541,0.4743700474983408,0.9722145011850175,0.5578578849547917,0.401141932284542,1.0,3.26025924526155
FPC 1,85,104,94,train,20,False,0.6810686202649224,0.5739734006997513,0.49188229760650526,0.9802726943977441,0.5509321856232846,0.3968840509159438,1.0,3.259148482754827
FPC 1,86,105,95,train,20,False,0.6246404185956856,0.5343181034721205,0.5463482241223725,0.9514960120310175,0.5566155162683079,0.3675860049024851,1.0,3.259738838300109
FPC 1,87,106,96,train,20,False,0.6037501635289396,0.509555804363141,0.5325640470535429,0.9060129434936162,0.5427793955912256,0.35620630656621755,1.0,3.25545852303505
FPC 1,88,107,97,train,20,False,0.6037652289903085,0.5096805546575858,0.5254683802532292,0.8992360669726746,0.5218686452024838,0.35551554972875654,1.0,3.246276816055179
FPC 1,89,108,98,train,20,False,0.5919332454514866,0.49901091108317563,0.5419430231111022,0.8973279152694527,0.5175994298587927,0.3491267189587528,1.0,3.2454585016518833
FPC 1,90,109,99,train,20,False,0.5825164817103193,0.4872794414428294,0.543595181612953,0.884649639321425,0.5162964178245297,0.34396012373535634,1.0,3.242687022164464
FPC 1,91,110,100,train,20,False,0.6246636222761532,0.5188932828648265,0.5433003605996989,0.9483509383376497,0.5084023316459626,0.3643104216691851,1.0,3.241168603524566
FPC 1,92,111,101,train,20,False,0.6288275556220291,0.5241526746544398,0.5328673491891438,0.9439514325987329,0.5414586178376624,0.36698065647078837,1.0,3.2573964464664464
FPC 1,93,112,102,train,20,False,0.6563852753055149,0.558290785380031,0.4951600101425292,0.9478075255272747,0.5384038664636276,0.3828785301820124,1.0,3.2566034944355495
FPC 1,94,113,103,train,20,False,0.7471130181061576,0.6095351217071565,0.3735938794223659,0.9684930420166243,0.5404998657081063,0.4267190994386686,0.95,3.2527080333232883
FPC 1,95,114,104,train,20,False,0.7728077493878273,0.6317662390121961,0.4398567387729301,1.0594003398368959,0.5496164106691374,0.4415790408361839,0.95,3.2614020438492304
FPC 1,96,115,105,train,20,False,0.7414124258422911,0.6007732510438063,0.46149891564693624,1.0365846339199352,0.5897711748016785,0.42343411301878664,0.95,3.292655155956745
FPC 1,97,116,106,train,20,False,0.7295638710674132,0.5910642803940274,0.40097562376162654,0.9671175593935087,0.5754890153309963,0.4170016900426134,0.95,3.286291673630476
FPC 1,98,117,107,train,20,False,0.7496840722439637,0.6284531605828805,0.34346148912925434,0.9492626174166262,0.5413138463024831,0.42867485115388454,0.95,3.2613164220005273
FPC 1,99,118,108,train,20,False,0.7644526560673442,0.6485332223498109,0.36480999072292175,0.9840948567047,0.5297900692607362,0.4382438017102451,0.95,3.2587514651566742
FPC 1,100,119,109,train,20,False,0.7660399851117288,0.6518841794309076,0.36497932262033217,0.9862697273721409,0.5518146589020535,0.4396014726555887,0.95,3.2655878340452906
FPC 1,101,120,110,train,20,False,0.7561347578721537,0.6441146800419858,0.354145379123181,0.9653171319022766,0.5536162444399093,0.43370628809676093,0.95,3.2657958269864316
FPC 1,102,121,111,train,20,False,0.7702107080690284,0.6566814474141441,0.33172683701216643,0.9666533029266744,0.54188531746682,0.4427261903759782,0.95,3.263516971096397
FPC 1,103,122,112,train,20,False,0.7644939819783482,0.64989884153382,0.2504523598776709,0.9059675613500774,0.5423822849335297,0.439981069464417,0.95,3.2631148807704458
FPC 1,104,123,113,train,20,False,0.7765902284077394,0.6801571636296561,0.2196093517247868,0.9019326128304577,0.5108863921546647,0.44842981894865047,0.95,3.256490482017398
FPC 1,105,124,114,train,20,False,0.790217424369128,0.7048753634322505,0.23221877240746647,0.9252648294733462,0.5084667529471693,0.45791075022710137,0.95,3.2565664956718683
FPC 1,106,125,115,train,20,False,0.811585246718618,0.7274477485022814,0.14496009899011864,0.9004905303800911,0.5216991630973989,0.47298177101940675,0.95,3.2578469683229927
FPC 1,107,126,116,train,20,False,0.8192544338373822,0.7423523004044992,0.09109901172371626,0.881655071473296,0.5070920382189487,0.4793947164848353,0.95,3.260339522659779
FPC 1,108,127,117,train,20,False,0.8524855135944608,0.7914783249505822,0.10006496821788624,0.9219760212912426,0.4952957817252573,0.5032073686311542,0.95,3.2602552698552616
FPC 1,109,128,118,train,20,False,0.8597401444545112,0.8010099412709557,0.1924782744860314,0.9815858646375096,0.5177223665268903,0.5078746922441598,0.95,3.263673180267215
FPC 1,110,129,119,train,20,False,0.8605216659297842,0.8028164197948191,0.18338577177177384,0.9769931874433899,0.5491626470862236,0.5091490914433255,0.95,3.2686215499788522
FPC 1,111,130,120,train,20,False,0.842065105599768,0.7863913996230902,0.1387591990255943,0.9309397407397423,0.5454825388395271,0.4972116084984274,0.95,3.2637125770002604
FPC 1,112,131,121,train,20,False,0.8426030409411389,0.7872050005259899,0.1284093473950595,0.9259871020881667,0.5219251613836177,0.49768141457133713,0.95,3.2460849496722224
FPC 1,113,132,122,train,20,False,0.8255575960836322,0.7648820646114076,0.16710948056383879,0.9280932536827601,0.5183832809403257,0.4850476511616083,0.95,3.244300491660834
FPC 1,114,133,123,train,20,False,0.7589146143741065,0.7263247764014633,0.284327797794364,0.9203945513120368,0.5202195813832207,0.4502687336388723,1.0,3.2461587238311767
FPC 1,115,134,124,train,20,False,0.7210746131113991,0.6864095013365429,0.2235104134341913,0.8395577694990911,0.5171045482327086,0.4280710824138292,1.0,3.2422537731379273
FPC 1,116,135,125,train,20,False,0.7234378776526478,0.6898807429485798,0.19658304726517284,0.8280736121150825,0.4895489087456152,0.42819619811886706,1.0,3.219666018560529
FPC 1,117,136,126,train,20,False,0.7345932955135647,0.6990011070154635,0.25276894596554333,0.8718819793934479,0.48209974872188394,0.43464050597792425,1.0,3.216924843862653
FPC 1,118,137,127,train,20,False,0.7140279961502597,0.6605705416870917,0.30485233603569784,0.8786479574424817,0.5076344322409654,0.4215970312758338,1.0,3.2273458113521345
FPC 1,119,138,128,train,20,False,0.698246218299879,0.6405933495918034,0.26211114948739533,0.8339717037523401,0.5118707686048178,0.41181253709625903,1.0,3.2277316769212483
FPC 1,120,139,129,train,20,False,0.709890388112102,0.6556052092930221,0.2373366759323161,0.8339942612496397,0.485547687925985,0.4191828956060326,1.0,3.221082512661815
FPC 1,121,140,130,train,20,False,0.7092047204755514,0.6550567902733303,0.28383671395523136,0.8598125667649684,0.48597256643130937,0.4183696628555554,1.0,3.2189345931261784
FPC 1,122,141,131,train,20,False,0.6764813084203144,0.6177023886655267,0.30551462586821265,0.8328416706735927,0.49976397177367515,0.398665082515988,1.0,3.2231106285005806
FPC 1,123,142,132,train,20,False,0.6653667601909644,0.5983586413951822,0.34099079317098746,0.8409178229788621,0.48716916491896506,0.391152672386608,1.0,3.2188494319468743
FPC 1,124,143,133,train,20,False,0.6654032747076492,0.5983984049348827,0.3609549686670236,0.8539990743914317,0.49261077594610675,0.39090773198744866,1.0,3.2182764262706045
FPC 1,125,144,134,train,20,False,0.6478520249649201,0.5650698330398756,0.3666006930950054,0.8351706543992637,0.5000887623882218,0.38065001029925394,1.0,3.2178160086274152
FPC 1,126,145,135,train,20,False,0.6105780517609524,0.5245209257059428,0.42174162158668216,0.8237936105016128,0.48928560779639685,0.3599721693681018,1.0,3.2152423966675996
FPC 1,127,146,136,train,20,False,0.6000384007340955,0.5091418184771183,0.4487155707758914,0.8291428864954927,0.48194227456893846,0.35373378718209864,1.0,3.2127431464940317
FPC 1,128,147,137,train,20,False,0.6378714402374902,0.5279536469254168,0.45287916560979513,0.8847686553677319,0.4852393332320559,0.3702241452975069,1.0,3.2121553271263834
FPC 1,129,148,138,train,20,False,0.6156269421229116,0.49133592119535086,0.4447846469398935,0.8476666205208669,0.5105341189583777,0.3598538752667722,1.0,3.2298776167631154
FPC 1,130,149,139,train,20,False,0.6353511409931095,0.5120057282753532,0.4051872660045751,0.8452046598781274,0.49436538832279003,0.3701173031252287,1.0,3.2310857836902143
FPC 1,131,150,140,train,20,False,0.6104405318001139,0.47661022941146747,0.4050145141244025,0.8119482938433508,0.4927696615153669,0.3559719904709973,1.0,3.2321778063476088
FPC 1,132,151,141,train,20,False,0.649598685658535,0.5054995621545879,0.407151071475777,0.8655881758489272,0.4730306471648631,0.37565214030330235,1.0,3.2321185618638992
FPC 1,133,152,142,train,20,False,0.6571389863420374,0.5151553978477608,0.44823347607801534,0.9076486308629831,0.5028593897418233,0.3795920532368179,1.0,3.235696085840464
FPC 1,134,153,143,train,20,False,0.6198540042220527,0.4721914386734113,0.45859774013079047,0.8643060963864163,0.524964420576828,0.35890622671442474,1.0,3.239621080383659
FPC 1,135,154,144,train,20,False,0.658338809009951,0.5089200805496796,0.3874813644170917,0.8630341910273791,0.5012940779777568,0.37908643149191323,1.0,3.227516373246908
FPC 1,136,155,145,train,20,False,0.6477796540518299,0.4844026040984361,0.4062875063033268,0.8625363498279737,0.49423800411720786,0.37282422217888067,1.0,3.2267255422472956
FPC 1,137,156,146,train,20,False,0.6097020291095193,0.4398484276794964,0.3791901691312013,0.7939196386555482,0.4942019363941187,0.35191882268879193,1.0,3.226666750013829
FPC 1,138,157,147,train,20,False,0.7333882378696662,0.530821624864726,0.259166856409495,0.8742022822367382,0.4523509067342307,0.41041637771717276,0.95,3.218163450062275
FPC 1,139,158,148,train,20,False,0.7402062325662987,0.5416040822976768,0.2560787283224646,0.8804961196258813,0.49115332886859564,0.41527642622031485,0.95,3.2316843304038043
FPC 1,140,159,149,train,20,False,0.7326628337745436,0.5324114690703008,0.3188899477391478,0.91082242312457,0.49549856902018663,0.409989797517367,0.95,3.2343462939560417
FPC 1,141,160,150,train,20,False,0.7766184475673716,0.5608574103826471,0.37655610516191484,1.0091302190381872,0.5155838301018151,0.43331560720095413,0.95,3.2416730161011222
FPC 1,142,161,151,train,20,False,0.7999943292766246,0.5936723606858101,0.3178122978809138,0.9937408957437972,0.5575220795098997,0.4489331779655371,0.95,3.2704064439237124
FPC 1,143,162,152,train,20,False,0.8027727471482383,0.6018140292099272,0.30700454018560663,0.9893856866029744,0.548240293366238,0.45121722433696876,0.95,3.2711370265483866
FPC 1,144,163,153,train,20,False,0.8296498894717173,0.6271746084508326,0.29276429596628384,1.012164190545955,0.546267276824559,0.4689706615594858,0.95,3.2740399406850345
FPC 1,145,164,154,train,20,False,0.8467145040285671,0.6643742829925363,0.24644811987424808,1.000733913511472,0.558287937740493,0.4820034043168956,0.95,3.289724853113294
FPC 1,146,165,155,train,20,False,0.8488394978602847,0.6716943294166796,0.24531800825191152,1.0024940037838785,0.5509381960333996,0.483804211714091,0.95,3.292137932106853
FPC 1,147,166,156,train,20,False,0.8475184211371611,0.6662780327014539,0.2530255262888528,1.0060845120701143,0.552088340556459,0.48274361862691045,0.95,3.2903020057827232
FPC 1,148,167,157,train,20,False,0.8137633601474619,0.6428949549398013,0.24249969956848716,0.959278971657449,0.5541464295886994,0.4628731269012528,0.95,3.2895061024278407
FPC 1,149,168,158,train,20,False,0.81833654941218,0.6614989399754915,0.23795721066815312,0.9617904641704542,0.5325351578844838,0.46487014501681356,0.95,3.2760009879618885
FPC 1,150,169,159,train,20,False,0.8147179417223265,0.657636324677627,0.29923236604091774,0.9985238907207944,0.5340817038313627,0.4624582128156969,0.95,3.276678989157081
FPC 1,151,170,160,train,20,False,0.8235774013924091,0.6806829524863377,0.32571889235298523,1.02901598872905,0.5557230157787146,0.46972385286603185,0.95,3.2899477065354588
FPC 1,152,171,161,train,20,False,0.7831425196462293,0.6276537642693417,0.32612518954410363,0.978789698892506,0.5735663092605416,0.44331978827903634,0.95,3.30378179229796
FPC 1,153,172,162,train,20,False,0.7772129099321675,0.6187119191672669,0.2239542648412075,0.9051791565264223,0.5460432082454456,0.4397718978089432,0.95,3.305807016715408
FPC 1,154,173,163,train,20,False,0.793075144177866,0.6483237949715632,0.11175323752548405,0.863347666635189,0.5038600023923282,0.4510832481164696,0.95,3.301788674741984
FPC 1,155,174,164,train,20,False,0.7683718253073336,0.6240352334311875,-0.1451098507517068,0.7366921697044222,0.4784006741997003,0.4352705913736855,0.95,3.307210026234388
FPC 1,156,175,165,train,20,False,0.7936646698096288,0.6667133075403082,-0.3733702469398412,0.6948345866617539,0.4121136155368444,0.45228237014338973,0.95,3.306423176825047
FPC 1,157,176,166,train,20,False,0.8734332284551177,0.7437942571812577,-0.4663893848191836,0.7400196524258987,0.3815506482668722,0.499169774001046,0.95,3.326954297050834
FPC 1,158,177,167,train,20,False,0.8653235758580345,0.7398405359333302,-0.2441767536804602,0.7959314990926663,0.3681135348462412,0.48754350301632643,1.0,3.3831558064371356
FPC 1,159,178,168,train,20,False,0.8580748981330457,0.7252352375374944,-0.07010226931669616,0.8510415270953336,0.4064333456170542,0.48119487072908884,1.0,3.366635707989335
FPC 1,160,179,169,train,20,False,0.8569984682019275,0.7233654839440444,-0.04109488871344924,0.8617337169627484,0.44305815698192713,0.48059697402892426,1.0,3.3611001718789337
FPC 1,161,180,170,train,20,False,0.8038579718528341,0.6799468157734002,0.05057554620649163,0.8464227225786425,0.4482749311112645,0.4483049554873538,1.0,3.356238305494189
FPC 1,162,181,171,train,20,False,0.7913581165944782,0.6667974333891752,0.06733031057937333,0.8407121558930443,0.4496037737755682,0.44099598670551454,1.0,3.3251508174091584
FPC 1,163,182,172,train,20,False,0.7873909548705985,0.65036426082561,0.08337174686113291,0.8437853858287306,0.44635695442718176,0.4379367981436089,1.0,3.326210388019681
FPC 1,164,183,173,train,20,False,0.74666168609258,0.5964996561013411,0.1303832113854625,0.8214821030591827,0.4478272151929834,0.4117442531381353,1.0,3.3263314674049616
FPC 1,165,184,174,train,20,False,0.7320406761920676,0.5773753871889504,0.1835266910574178,0.8311940293015154,0.4339331620774965,0.4021058449233337,1.0,3.312402531132102
